n	an	no	branta bernicla
n	ddp	yes	fiut
n	cds	no	dogmatyzm
a	dmc	yes	sztuczny
n	ddp	yes	chujoza
n	svp	no	stłoczenie
n	an	no	aby crocodylia
n	svp	no	chciwości
n	an	no	wariactwo
n	dmc	yes	oszustwo
n	dmc	yes	upodlenie
n	pa	yes	porter
a	qas	no	tradycyjny
n	svp	no	skąpość
n	asf	no	upośledzenie umysłowe lekkie
n	asm	no	groch zwyczajny
n	cds	no	intrygant
n	an	no	ludożerstwo shark
n	ddf	yes	half-pint
n	cds	no	pycha
n	re	no	chuligan
n	cds	no	towarzystwo wzajemnej adoracji
n	dmc	yes	libertyni
n	cds	no	kopacz
n	cds	no	gigolo
n	an	no	żyjątko
n	ps	yes	mongoloids
n	pr	no	lady przyjemności
n	an	no	dusigrosz
n	asf	no	tępak
n	an	no	pediculus humanus
n	cds	no	kin grupy
n	pa	yes	białe kołnierzyki
n	re	no	traducement
n	asf	no	włosy krocze
n	qas	no	amatorów
n	qas	no	architektura barokowa
n	ps	yes	rom
v	asm	no	jebać
n	cds	no	odpadów domowych
n	ps	yes	zulusów
a	ddf	yes	podły
n	or	no	głupi
n	re	no	działań przestępczych
v	asm	no	pieprzyć się
n	svp	no	minginess
n	ps	yes	faszystowski
n	ddp	yes	ragtag i bobtail
n	ddp	yes	dickhead
n	cds	no	złodziejaszek
n	om	no	sodomita
n	ps	yes	tłuczek
n	asm	no	pisum sativum
n	pa	yes	pasterzy
n	an	no	fizjonomii
n	cds	no	czynnik
n	qas	no	retoryczne
n	cds	no	policjantka
n	pa	yes	profesorem zwyczajnym
n	dmc	yes	leżeć
n	an	no	insekt
n	re	no	ukrzyżowanie
n	dmc	yes	pseudo
n	ps	yes	dziecko natury
n	ddf	yes	niepełnosprawnych
n	cds	no	ogień
n	cds	no	niepełnosprawność intelektualna w stopniu lekkim
n	or	no	kapuściany łeb
n	ddp	yes	kutafon
n	pr	no	gun moll
n	pa	yes	barbarzyńców
n	dmc	yes	rozrzutnik
n	cds	no	przemocy gangów
n	cds	no	uwaga
a	ddp	yes	infantylny
a	dmc	yes	zabrudzony
n	dmc	yes	bezdomny
n	cds	no	paliwoda
n	an	no	mikroorganizmy
n	cds	no	ślepa uliczka
a	ddp	yes	głupi
n	cds	no	policjant
n	ddp	yes	imbecylizm
n	cds	no	gang
a	ddp	yes	niedoświadczony
n	om	no	pedzio
n	cds	no	swachna
a	ddf	yes	kulawy
n	asm	no	koń
n	or	no	meticulosity
n	cds	no	zaniepokoić się
n	asm	no	jąder
n	an	no	jadalne ślimak
n	cds	no	debil
n	dmc	yes	granda
a	dmc	yes	naganny
n	dmc	yes	mozzarella
n	om	no	dame
n	ps	yes	hybryd
n	an	no	wszy ludzkie ciała
n	qas	no	chłop
n	cds	no	ludek
n	pr	no	call-boy
n	an	no	krowy
n	ddp	yes	brakorób
n	pa	yes	pogrzebowy
v	cds	no	powlec się
n	cds	no	pan
n	an	no	folderol
n	asm	no	toczyć w sianie
n	pa	yes	radca
n	ddp	yes	uszkodzenie mózgu
n	dmc	yes	bidak
v	cds	no	szczękać zębami
n	svp	no	zazdrość
n	dmc	yes	pustak
n	asm	no	prącia
n	an	no	bêtise
n	qas	no	bonzo
n	cds	no	szmermel
n	asm	no	tuman
n	re	no	zagarnięcie
n	qas	no	robotnik rolny
n	cds	no	próżniak
n	re	no	przestępstwo
n	ddp	yes	stan trzeci
n	ddp	yes	hooey
n	cds	no	wybieg
v	re	no	zmęczyć
n	or	no	ziemniak
n	cds	no	bydlak
a	cds	no	zwyczajny
n	dmc	yes	moralista
n	cds	no	pisarzyna
n	cds	no	wspaniałego plebsu
n	an	no	fizys
n	cds	no	gadułą
a	cds	no	szorstki
n	re	no	gwałcicieli
n	an	no	vamper
n	cds	no	mizerak
n	ddp	yes	złośliwość
n	ddp	yes	zakuty łeb
n	re	no	morderstwo pierwszego stopnia
n	cds	no	obibok
a	ps	yes	czarnoskóry
n	asf	no	głupota
n	an	no	ryby skorpion
n	or	no	czupryna
n	cds	no	zamtuz
n	cds	no	stróż bezpieczeństwa
n	cds	no	fałsz
n	asm	no	faulu
n	an	no	zooerasty
v	asm	no	połykać
n	cds	no	blackballing
n	an	no	kleszcz
n	qas	no	zasypywać
n	om	no	tył
a	dmc	yes	ograniczony
n	is	yes	nędznicy
n	re	no	kaperstwo
n	an	no	ryj
n	cds	no	niedbaluch
n	an	no	pies domowy
n	or	no	łepetyna
n	cds	no	przekładanie
n	ddp	yes	barbaryzm
n	re	no	przestępca
n	qas	no	buda
n	is	yes	cheapskate
n	ddp	yes	hochsztapler
n	re	no	brudnych pieniędzy
n	cds	no	słaba ryba
n	ddp	yes	głuptaś
n	dmc	yes	oszustwa
n	qas	no	baronowa
n	svp	no	leser
n	an	no	papuga
n	om	no	panie
n	an	no	kanał bass
n	cds	no	chuchro
n	cds	no	amatorszczyzna
n	dmc	yes	cebulak
n	ps	yes	metys
a	dmc	yes	chytry
n	dmc	yes	cham
n	an	no	sępy
n	ps	yes	romanis
n	cds	no	chłopczyna
n	ddf	yes	karzeł
n	cds	no	chiseler
n	re	no	gwałtu
n	pa	yes	prawników procesu
n	qas	no	magnaci
n	pr	no	krów
n	asm	no	idiotyzm
n	qas	no	sciolist
n	cds	no	rustler
n	an	no	skurczybyk
n	asf	no	dumbass
n	ddp	yes	muttonhead
n	cds	no	zerwać
n	dmc	yes	zwodnicze
n	an	no	owca
n	pr	no	szczur norwegia
n	an	no	diddlysquat
a	svp	no	skąpy
n	cds	no	loansharking
n	an	no	rouncey
n	cds	no	lupanar
n	re	no	uprowadzenie
n	cds	no	nuworysz
n	asf	no	cymbał
n	pr	no	konkubina
n	cds	no	breja
n	qas	no	divulgement
n	cds	no	skryba
n	asf	no	pustak
n	pr	no	diablica
n	ddp	yes	półgłupek
n	cds	no	motley fool
a	qas	no	emocjonalny
n	cds	no	dirty dog
n	asm	no	interes
n	ps	yes	włóczęga
n	or	no	grula
n	ps	yes	pustak
n	dmc	yes	faker
n	an	no	fizjonomia
n	is	yes	wyrzutek
n	qas	no	konformistyczne
n	or	no	lesbijka
n	ps	yes	zaczernić
n	an	no	mięczak
n	re	no	pomówienie
n	an	no	mistyfikacja
n	asm	no	kretynizm
n	asf	no	głupol
n	cds	no	dom wariatów
n	pr	no	nieślubna
v	cds	no	kłapać zębami
n	om	no	konserwacyjne
n	cds	no	brakoróbca
v	cds	no	grzebać
n	an	no	owce domowe
n	qas	no	wataha
n	or	no	pinda
n	dmc	yes	śmierdzieć
n	svp	no	nietolerancja
n	cds	no	stół
a	dmc	yes	brutalny
n	ddp	yes	obniżenie poziomu rozwoju intelektualnego
n	om	no	finocchio
n	ps	yes	rodzinie żydowskiej
a	svp	no	pazerny
n	cds	no	fanatyczność
n	ddp	yes	reprodukcja zwierzęca
v	cds	no	kołatać
n	an	no	wesz
n	cds	no	homunkulus
n	cds	no	dziecko miłość
n	ddp	yes	niepełnosprawność intelektualna w stopniu umiarkowanym
n	pr	no	jawnogrzesznica
n	cds	no	złodziejstwo
n	is	yes	wskaźnik ubóstwa
n	an	no	ośla głowa
n	an	no	ptaszek
n	cds	no	chaos
n	ddp	yes	bezmózgowiec
n	cds	no	relikt
n	dmc	yes	przestępca
n	pr	no	kanciarz
n	cds	no	nosy-parker
n	an	no	żaby
n	cds	no	kształciciel
n	asm	no	przykręcenie
n	cds	no	obłudnik
n	re	no	złodziejskie
n	ddp	yes	umysłowo
n	dmc	yes	scattergood
n	asm	no	europejski bean
a	cds	no	samolubny
n	an	no	brutalność
n	cds	no	cholera
n	ps	yes	prostak
n	cds	no	masoni
n	ps	yes	chińczyk
n	om	no	gej
n	asf	no	dziewczyna
n	cds	no	oficer korekty
n	cds	no	pisarczyk
n	cds	no	wataha
n	qas	no	brakoróbca
n	an	no	prostaczek
n	an	no	zdechlak
a	ddp	yes	oszalały
n	ps	yes	metekowie
n	an	no	krępak brzozowy
n	cds	no	podnośnika off
n	an	no	świnka
n	svp	no	nietolerancyjność
v	is	yes	wybłagać
n	cds	no	clown
n	cds	no	banda
n	cds	no	murzyn
a	ddp	yes	analfabeta
n	asm	no	baran
n	ddp	yes	analfabetka
n	an	no	komar pospolity
n	cds	no	bezmózgowiec
a	re	no	burzowy
n	re	no	poniesienie
n	ps	yes	izraelita
n	cds	no	pomoc dydaktyczna
n	cds	no	tłuścić
n	an	no	snatcher ciała
n	ps	yes	metysi
n	dmc	yes	mistyfikatorstwo
n	is	yes	wykluczenie
n	asm	no	członek męski
n	cds	no	skurczybyk
n	dmc	yes	rzezimieszek
n	pa	yes	społeczności akademickiej
n	asm	no	wzwód
n	dmc	yes	ananas
n	qas	no	ideolog
n	cds	no	rumourmonger
a	re	no	mocny
n	ddp	yes	tuman
n	svp	no	pragnienie
n	re	no	zaszantażować
n	re	no	zbir
n	re	no	zniewolenie
n	svp	no	żarłoczność
n	cds	no	chytrość
n	re	no	oszust
n	dmc	yes	birbant
n	or	no	cwel
n	svp	no	do niczego
n	ps	yes	mestizos
n	rci	yes	barbarzyństwo
n	svp	no	opieszałość
n	cds	no	dziecinka
n	asm	no	pierdolenie się
n	qas	no	fumbler
n	rci	yes	barbarzyńca
a	ddp	yes	niepoczytalny
n	qas	no	ręka pole
n	asm	no	imbecylu
n	cds	no	chwyt
n	re	no	szantażowany
n	ps	yes	głupiec
n	an	no	owiec
n	cds	no	burdelu
n	or	no	prostak
a	cds	no	tchórzliwy
n	an	no	krokodyl
n	ddp	yes	słaba ryba
n	cds	no	nieporządek
v	cds	no	pożreć qualifier
n	cds	no	pleciuga
n	asm	no	praca ręka
n	pa	yes	pasterz
n	an	no	podrząd blattodea
n	svp	no	amour propre
n	or	no	dałn
n	qas	no	parafia
a	ddp	yes	nieinteligentny
n	dmc	yes	nieprzyzwoitość
n	cds	no	żłób
a	dmc	yes	mały
a	om	no	odmienny
n	qas	no	baronii
n	om	no	puf
n	asm	no	jeerer
n	cds	no	ognisko rodzinne
n	cds	no	casino gambling
n	cds	no	odrzuty
n	ddp	yes	nic nie wiem
n	qas	no	przebierać
n	om	no	grzech sodomski
n	cds	no	lawina
n	rci	yes	neandertalczyk
n	re	no	gangster
n	an	no	szczekać
n	ps	yes	mongołowie
n	qas	no	baroniątko
n	re	no	wykończanie
n	ddp	yes	prymityw
n	cds	no	buchać
n	cds	no	egotyzm
n	or	no	pipa
n	cds	no	elegant
n	pr	no	ulicznica
n	an	no	koza domowa
n	asm	no	półgłupek
n	is	yes	mortus
n	an	no	anguilliformes
n	re	no	złodziejem
v	cds	no	ponieść śmierć
n	is	yes	hołysz
n	asf	no	debil
n	cds	no	pospólstwo
n	cds	no	demagoga
n	qas	no	mieszają-magiel
n	asf	no	bêtise
n	an	no	crocodylia
n	ps	yes	żłób
n	rci	yes	wieśniak
n	pa	yes	recepcjonista rezerwacja
n	svp	no	senność
n	cds	no	ładować
n	an	no	kapuściana głowa
v	re	no	zagarniać
n	dmc	yes	niebożę
n	re	no	zabójstwo
n	svp	no	faineance
n	ddp	yes	więzień
n	ddp	yes	plotkarz
n	cds	no	demagog
a	qas	no	zwariowany
n	re	no	zabijaniu
n	svp	no	pridefulness
n	ps	yes	Żółta rasa człowieka
n	cds	no	mafiosów
a	ddp	yes	zwariowany
n	dmc	yes	szalbierstwo
n	asm	no	ptaki
n	cds	no	sonny boy
n	cds	no	rozbójnik
v	cds	no	przekreślić
n	cds	no	interfertility
n	pr	no	przyjaciółka
n	cds	no	urwis
n	qas	no	farmer
n	asf	no	pusta pała
n	cds	no	sharking kredytu
n	svp	no	dusigrosz
n	svp	no	no-konto
n	cds	no	szargać
n	qas	no	prościuch
v	qas	no	frustrować
n	re	no	szantażował
n	an	no	płomykówka zwyczajna
n	qas	no	król
n	or	no	kapusta głowiasta biała
n	an	no	kura
n	an	no	krokodyli
n	an	no	krępak nabrzozak
n	qas	no	gbur
n	cds	no	złodziej
n	pr	no	konkubinat
n	ddp	yes	opóźniać
n	pa	yes	boy hotelowy
n	qas	no	odrzucać
n	cds	no	ochlaj
n	pr	no	kobieta lekkiego prowadzenia
n	cds	no	wiochmen
n	cds	no	conventicles
v	re	no	zmordować
n	dmc	yes	moralność
n	dmc	yes	pipa
n	ddp	yes	pusta pała
n	an	no	hyaenidae
n	asm	no	cyfrowy
n	dmc	yes	fujara
n	ps	yes	religia żydowska
n	cds	no	trzoda
n	cds	no	śmieci
n	dmc	yes	kryminalista
n	pa	yes	akademizm
n	or	no	dokładność
n	cds	no	ognisko domowe
n	dmc	yes	poleżeć
n	an	no	fizis
n	dmc	yes	moralny kompas
n	cds	no	pies nierasowy
n	an	no	wspólne wesz
n	pa	yes	obrońca
n	cds	no	ciota
n	ddf	yes	osoba niewidoma
n	pr	no	kurtyzany
n	ps	yes	beduini
n	cds	no	spoczywać
n	ps	yes	vandal
n	asf	no	imbecyl
n	qas	no	hołota
n	cds	no	dyskryminacja religijna
a	qas	no	klasyczny
n	cds	no	kultury gangów
n	is	yes	golas
n	an	no	pospólstwo
n	ps	yes	rommany
n	re	no	uśmiercenie
n	cds	no	denerwować się
n	cds	no	pryncypał
n	svp	no	pociąg fizyczny
n	is	yes	chudopachołek
n	cds	no	utrzymanek
n	svp	no	zmysły
n	ddp	yes	brednie
n	ps	yes	idiota
n	pr	no	szczury
n	om	no	homoeroticism
n	svp	no	miłości własnej
n	ddp	yes	hokum
n	ddp	yes	pleciuga
n	ps	yes	tradycji żydowskiej
n	svp	no	apatyczność
n	an	no	cykor
n	cds	no	pierun
n	asf	no	głuptak
n	re	no	maltretowanie
n	an	no	ssawka
n	an	no	kurwiszcze
n	re	no	wymyślanie
n	om	no	osioł
n	an	no	ślimaki
n	pr	no	panienka
n	an	no	bydło opasowe
a	is	yes	ograniczony
n	ps	yes	niepełnosprawność intelektualna w stopniu znacznym
n	re	no	grabienie
n	asm	no	fallusa
a	dmc	yes	niechlujny
n	cds	no	bufon
n	cds	no	łamanie prawa
n	dmc	yes	imitacja
a	cds	no	zalękniony
n	svp	no	bezczynność
n	cds	no	dziecko
n	re	no	molestowanie seksualne
n	cds	no	bragger
n	dmc	yes	banicja
n	or	no	shithead
n	cds	no	grupa pokrewieństwo
n	asm	no	pieprzyć
n	re	no	dręczycielka
n	ps	yes	rajzer
a	ddp	yes	niepiśmienny
n	qas	no	burek
n	cds	no	saphead
n	asm	no	głupol
n	cds	no	obsceniczność
n	svp	no	śledziennik
n	qas	no	pic na wodę, fotomontaż
n	dmc	yes	średniak
n	dmc	yes	kodeks moralny
n	an	no	wieprz
n	om	no	fenkuł
a	ddp	yes	zwierzęcy
n	re	no	grifter
n	svp	no	próżniak
n	om	no	sodomia
v	cds	no	zamrzeć
n	cds	no	próżności
n	cds	no	banan
n	re	no	seryjny gwałciciel
n	qas	no	rolnik
n	dmc	yes	rabuś
n	cds	no	smolić
n	cds	no	plotka
n	cds	no	moneygrubber
n	cds	no	spryt
n	pr	no	małpa
n	qas	no	kasty
n	ddp	yes	moronity
n	cds	no	leniuszek
v	cds	no	drapać
n	asf	no	piczka
n	re	no	terrorystka
n	pa	yes	fishmongers
n	cds	no	biedaczek
n	ddp	yes	żłób
n	svp	no	nieczystość
n	ddp	yes	wrodzony zespół niedoboru jodu
n	ps	yes	wiochmen
a	is	yes	niefortunne
n	dmc	yes	barbarzyńca
n	or	no	ciamajda
n	an	no	wuss
n	pr	no	męska prostytutka
n	an	no	diddley
n	re	no	debaucher
n	qas	no	zafalować
n	cds	no	knowacz
n	re	no	udręczenie
n	ddp	yes	głupol
v	cds	no	pokryć się
n	an	no	brent
n	an	no	brant
n	ps	yes	rasa czarna człowieka
n	pa	yes	furman
n	cds	no	przekład
n	cds	no	sprawca
n	cds	no	latryn
n	cds	no	odpady komunalne
n	qas	no	wiochmen
n	qas	no	partner w zbrodni
n	om	no	dupal
a	ddf	yes	niewidomy
n	cds	no	hochsztapler
n	qas	no	biznesmen
n	rci	yes	gbur
n	om	no	sodomized
n	asf	no	techniczny szczegół
n	pa	yes	pracobiorca
n	ps	yes	ruiner
n	pr	no	szczur wędrowny
n	cds	no	dziennikarz
n	an	no	rodzina cimicidae
n	dmc	yes	git
n	an	no	diddly
v	re	no	zmaltretować
n	cds	no	żigolak
n	pr	no	miłośnica
n	re	no	potęga
n	cds	no	bałwochwalców
n	pr	no	męskiej eskorty
n	re	no	wykańczanie
n	an	no	mollusca
n	cds	no	trefniś
n	dmc	yes	hipokryzja
n	asf	no	soft touch
n	an	no	maggot
n	pr	no	bywalec
n	cds	no	rumormonger
n	cds	no	japońskie jednostki miary
n	dmc	yes	etyczne motyw
n	cds	no	ślepy zaułek
n	is	yes	villainess
n	qas	no	wyjawienie
n	cds	no	farrago
n	cds	no	szajka
n	dmc	yes	faja
n	asm	no	tłuczek
n	cds	no	ajent
n	cds	no	wolnomurarstwo
n	or	no	tępak
n	ddp	yes	obmówca
n	dmc	yes	obibok
n	cds	no	masonerii
n	qas	no	miszmasz
n	cds	no	narzekać
n	cds	no	bezczelność
n	ps	yes	negroidzi
n	asm	no	bimboły
n	or	no	homoseksualista
n	asm	no	bordowy
n	cds	no	nimfoman
n	an	no	tribranchus
v	re	no	sięgać po cudze
n	asm	no	upośledzenie umysłowe lekkie
n	cds	no	bas bleu
n	cds	no	pośredniczka
n	svp	no	dillydallier
a	dmc	yes	lubieżny
n	cds	no	pyszałek
a	dmc	yes	ciasny
n	is	yes	biedaczek
n	ddp	yes	dupek
n	rci	yes	prościuch
n	is	yes	pauperyzm
n	cds	no	toaleta publiczna
n	an	no	billy goat
n	dmc	yes	wykolejeniec
n	ps	yes	cygan
n	cds	no	boner
n	cds	no	picuś glancuś
n	pr	no	metresa
n	cds	no	wuss
n	re	no	gwałciciel
a	om	no	zróżnicowany
n	cds	no	nieprawda
n	cds	no	banita
n	cds	no	szarlatan
n	cds	no	tupet
v	cds	no	podsłuchiwanie
n	dmc	yes	wagabunda
v	re	no	zadręczać
a	cds	no	demagogiczny
n	cds	no	korespondentów
n	cds	no	dom publiczny
n	cds	no	hybryd
n	an	no	prawdziwego węgorza
n	pr	no	seksbiznes
n	ddp	yes	okład wilgotny z lekiem
n	asm	no	dałn
n	dmc	yes	nieszczęśliwiec
n	qas	no	buchać
n	cds	no	mafia
n	re	no	półdiablę
n	dmc	yes	nicpoń
n	an	no	pchły
n	svp	no	niggardliness
a	ddp	yes	obłąkany
n	ddp	yes	debilizm
n	an	no	mordka
n	cds	no	gangsterów
n	pa	yes	zwolennik
n	cds	no	bęś
n	an	no	bydła mięsnego
n	an	no	karlik
n	cds	no	okład wilgotny z lekiem
n	an	no	insektarium
n	an	no	wołowiny
n	re	no	utrudzanie
n	an	no	szaleństwo
n	an	no	hyaena
n	qas	no	szałas
n	asm	no	brownness
v	cds	no	popsuć się
n	pa	yes	sheepherder
n	an	no	gęsię
n	cds	no	biba
n	an	no	hemipterous owad
n	dmc	yes	lekkoduch
n	svp	no	leniuch
n	asf	no	dziewucha
n	svp	no	niebaczność
n	cds	no	fałszywego bożka
n	an	no	flejtuch
n	om	no	penetracji odbytu
n	an	no	squalus vulgaris
v	an	no	szczekać
n	qas	no	nieprofesjonalność
n	asf	no	łoniaki
n	qas	no	barbarzyństwo
n	om	no	madam
n	or	no	muttonhead
a	cds	no	nieczysty
n	cds	no	łobuz
n	pa	yes	profesorów
n	svp	no	dysgust
a	cds	no	zwykły
n	dmc	yes	mozzarellą
a	om	no	różnoraki
n	ddf	yes	handicap
n	an	no	owce
n	asm	no	opóźniać
n	ddf	yes	fory
n	dmc	yes	libertynizmu
n	is	yes	golizna
n	om	no	homoseksualizmu
n	cds	no	wysokiej ręczność
n	cds	no	gliniarz
n	an	no	pediculus corporis
n	cds	no	aferzysta
n	ps	yes	kałmuk
n	cds	no	idolatria
n	asf	no	tłuk
n	svp	no	wyższość
n	pr	no	dworak
n	ddp	yes	wieśniak
n	qas	no	dzierżawcy
n	pr	no	kurwiszon
n	re	no	wycieńczanie
n	ddp	yes	austriackie gadanie
n	cds	no	wyniosłość
n	an	no	pijawki
n	an	no	niekompetentny
n	cds	no	andrus
v	re	no	zagrabiać
n	ps	yes	judaizm
n	an	no	infauna
n	ps	yes	bułgarzy
n	pa	yes	prof
n	cds	no	gleby
n	svp	no	obojętność
n	asm	no	walenie konia
n	re	no	złodziei
v	cds	no	zemrzeć
n	qas	no	tłum
n	cds	no	hodowca roślin
a	cds	no	inteligentny
n	cds	no	rodzeństwo
n	cds	no	cwel
n	qas	no	puc
n	cds	no	gossiper
n	cds	no	wank
n	om	no	cross-dress
n	ddp	yes	matołectwo
n	cds	no	hiperseksualność
n	dmc	yes	lubieżnik
n	svp	no	ansa
n	pa	yes	grubianin
n	ps	yes	głąb
n	dmc	yes	przykrego zapachu
a	svp	no	zachłanny
n	asf	no	duperele
a	dmc	yes	śmierdzący
n	cds	no	spaść faceta
n	pr	no	bos taurus
n	dmc	yes	kałmuk
n	re	no	zabójczyni
n	dmc	yes	huncwot
n	pr	no	bydła domowego
n	or	no	wierność
n	qas	no	amatorstwo
n	dmc	yes	machlojka
n	pa	yes	przestrojnik titonus
n	om	no	niuńka
n	cds	no	ananas
n	an	no	osioł
n	svp	no	liczykrupa
n	asf	no	knucklehead
n	cds	no	zadufek
n	cds	no	gangów ulicznych
n	asf	no	dureń
n	re	no	kradzież
n	cds	no	piękniś
n	cds	no	nielegalnej działalności
n	ps	yes	mieszaniec
n	dmc	yes	łgarz
a	om	no	rozmaity
n	an	no	zdzira
n	cds	no	działań przestępczych
n	pr	no	biston betularius
n	qas	no	moocher
a	pa	yes	teoretyczny
n	ps	yes	zulusi
n	an	no	gówno
n	or	no	pusta pała
n	re	no	łapserdak
n	cds	no	poczucie wyższości
n	qas	no	przewalać
n	qas	no	fałsz
n	cds	no	skradający się złodziej
n	asm	no	gonada męska
n	ddp	yes	osadzony
n	ddp	yes	animalia
n	re	no	wielka kradzież
n	svp	no	animozja
n	cds	no	oszusta
n	dmc	yes	łapserdak
n	cds	no	konformistyczne
n	an	no	morze scorpion
n	ps	yes	łazęga
n	dmc	yes	dysymulacja
n	cds	no	chytrus
a	cds	no	niedozwolony
n	asf	no	laska
n	om	no	crossdress
n	rci	yes	chłop
n	ddp	yes	wystrychnąć na dudka
n	or	no	geje
n	re	no	nadużywać
n	cds	no	zmyślność
n	qas	no	hematofag
n	cds	no	bałwochwalczy
n	pr	no	męska kurwa
n	ps	yes	gbur
n	asm	no	bzdury
n	qas	no	bzdury
n	svp	no	bezskuteczność
n	re	no	korsarstwo
v	cds	no	brzękać
n	ddp	yes	patsy
n	or	no	pedzio
n	cds	no	kupa
n	an	no	sowa
n	cds	no	plotkarz
n	ps	yes	hodowca roślin
n	an	no	american buffalo
n	qas	no	retor
n	an	no	rentboy
n	ddp	yes	niedorozwój umysłowy
n	asm	no	trzonek
n	cds	no	dandyzm
n	cds	no	topsy-turvyness
n	cds	no	parantela
n	dmc	yes	nikczemny
n	an	no	męskiej prostytucji
n	an	no	pała
n	svp	no	nicość
n	svp	no	rankor
n	qas	no	chłopi
n	an	no	bernikla obrożna
n	ddp	yes	idiota
n	dmc	yes	kanciarz
n	re	no	akt terrorystyczny
n	cds	no	złodziejem
n	svp	no	gourmandizer
n	cds	no	zgiełku
n	cds	no	masa
n	om	no	tyłek
n	or	no	bonce
n	an	no	ukośny
n	ddp	yes	półgłówek
n	dmc	yes	andrus
n	or	no	słaba ryba
n	an	no	insecta
n	ddp	yes	hołota
n	om	no	tylnej
n	pr	no	motyle nocne
n	an	no	prusak
a	cds	no	nieoryginalny
n	cds	no	korespondent
n	cds	no	burek
n	ddp	yes	ragtag
n	ddf	yes	knypek
n	cds	no	dyletantyzm
n	ps	yes	fryc
n	cds	no	pillock
n	an	no	terpolepis
n	om	no	brzusznej
n	qas	no	omnium-gatherum
n	cds	no	członek gangu
n	cds	no	psor
n	cds	no	obmówca
n	cds	no	laluś
n	svp	no	acedia
n	ddp	yes	animować bycia
n	ps	yes	żydowin
n	pa	yes	członkiem korespondentem
n	asm	no	kretyn
n	ddp	yes	zacofanie
n	an	no	zające
n	qas	no	snooper
n	an	no	animować bycia
n	cds	no	foul-up
n	cds	no	kawał
n	or	no	cucumis sativus
n	an	no	czerw
n	om	no	przeciwnej
n	svp	no	chciwość
n	qas	no	grubianin
n	cds	no	chłopi
n	ddp	yes	głupek
