pos	category	stereotype	lemma	level
n	cds	no	legal offender	inclusive
n	cds	no	flesh-mongers	inclusive
n	re	no	terrorist lord	inclusive
n	cds	no	mega-brothel	inclusive
n	re	no	voluntary homicide	inclusive
n	an	no	beef breeds	inclusive
n	or	no	pidor	conservative
n	asf	no	butt hair	inclusive
n	ddp	yes	ninny	conservative
n	an	no	griffon-vulture	inclusive
n	qas	no	traders	inclusive
v	cds	no	gobble	inclusive
n	svp	no	philautia	conservative
n	an	no	bos taurus	inclusive
n	svp	no	parsimony	inclusive
a	cds	no	criminal	inclusive
n	an	no	cow's size	inclusive
n	dmc	yes	moral code	inclusive
n	cds	no	criminousness	inclusive
n	re	no	badda bing	inclusive
n	ddp	yes	retards	inclusive
n	cds	no	outlaw	conservative
n	cds	no	rest rooms	inclusive
n	an	no	sheep, domestic	inclusive
n	cds	no	fasist	conservative
v	re	no	rack	inclusive
n	om	no	terms for zootomical location	inclusive
n	asm	no	peenis	inclusive
a	qas	no	frantic	conservative
n	ps	yes	vandals	inclusive
n	dmc	yes	scalawag	conservative
n	pr	no	gende	inclusive
n	or	no	b. oleracea	inclusive
n	pr	no	society hostess	inclusive
n	cds	no	flesh mongers	inclusive
n	cds	no	drying rack	inclusive
n	ps	yes	pinhead	conservative
n	cds	no	hybris	conservative
n	cds	no	bum	conservative
a	cds	no	snotty	conservative
n	re	no	terrorism	conservative
n	pa	yes	auditor-general	inclusive
n	cds	no	chief	inclusive
n	re	no	terrorize	inclusive
n	qas	no	pesantry	inclusive
n	qas	no	residual waste	inclusive
n	ddp	yes	human stupidity	conservative
n	re	no	criminator	inclusive
a	dmc	yes	degenerate	conservative
n	cds	no	presumptuousness	conservative
n	or	no	dullard	conservative
n	cds	no	charlatan	conservative
n	svp	no	do-nothing	conservative
n	an	no	body thefts	inclusive
n	cds	no	antic	inclusive
n	cds	no	knob sticks	inclusive
n	cds	no	sexual trader	inclusive
n	ps	yes	pikie	conservative
n	cds	no	fraudster	inclusive
n	cds	no	ultraconservative	conservative
n	re	no	muggings	inclusive
n	cds	no	delict law	inclusive
n	qas	no	gentleman farmers	inclusive
n	qas	no	tabi'in	inclusive
n	cds	no	compound lie	inclusive
n	dmc	yes	impolite	conservative
n	re	no	violent sexuality	conservative
n	qas	no	middle-income	inclusive
n	dmc	yes	libertine	conservative
n	cds	no	the maffia	conservative
n	cds	no	cattle rustling	inclusive
a	dmc	yes	dishonorable	conservative
n	cds	no	youth gangs	conservative
n	om	no	having anal	inclusive
n	asm	no	bollocks	inclusive
n	an	no	rent boys	conservative
n	pr	no	meretricious	conservative
n	om	no	inferior	inclusive
n	cds	no	history of the mafia	conservative
n	qas	no	fib	conservative
n	cds	no	tike	conservative
a	svp	no	devouring	inclusive
n	an	no	vipera (pelias) berus brunneomarcata	inclusive
n	an	no	stupidity	conservative
n	pr	no	prostitution ring	inclusive
n	an	no	tomfool	conservative
n	asm	no	handball	inclusive
n	cds	no	woman craziness	conservative
n	re	no	obloquy	inclusive
n	an	no	animal types	inclusive
n	cds	no	rest room	inclusive
n	dmc	yes	bumbler	conservative
n	cds	no	nazism	conservative
v	qas	no	bodge	conservative
n	dmc	yes	loafer	conservative
n	pa	yes	academicians	inclusive
n	or	no	nick, jr.	inclusive
n	ddp	yes	quacks	conservative
n	om	no	cross-dressers	inclusive
a	ddp	yes	artless	conservative
n	an	no	sap	conservative
n	ps	yes	blk ppl	inclusive
n	an	no	bunnies!	inclusive
n	or	no	twats	conservative
n	cds	no	interspecific hybrid	inclusive
n	ps	yes	blackness	inclusive
n	dmc	yes	unfortunate	inclusive
n	qas	no	railroad mogul	inclusive
n	ddp	yes	brutality	conservative
n	re	no	gun crime	inclusive
n	cds	no	huskamute	inclusive
v	cds	no	blabber	inclusive
a	ddp	yes	green	conservative
n	cds	no	cowardly	conservative
n	is	yes	global poverty	inclusive
n	cds	no	school teachers	inclusive
n	cds	no	stoled	inclusive
n	an	no	podge	conservative
n	cds	no	lucrum cessans	conservative
n	cds	no	superbia	conservative
a	om	no	deviate	inclusive
n	cds	no	mess	inclusive
n	cds	no	human vanity	conservative
n	svp	no	gorger	conservative
n	cds	no	brokering	inclusive
n	re	no	rascal	inclusive
n	cds	no	loafer	conservative
n	asm	no	up maroon	inclusive
n	cds	no	teaser	conservative
n	qas	no	caste based discrimination	inclusive
n	cds	no	criminal mischief	conservative
n	ps	yes	mongolia people	inclusive
n	an	no	villain	conservative
n	an	no	cuckoldatrix	conservative
n	ddp	yes	blockhead	conservative
n	an	no	latin names of sharks	inclusive
n	re	no	thefts	inclusive
n	an	no	domestic cow	inclusive
n	pa	yes	clerical workers in the united states	inclusive
n	qas	no	crew	inclusive
n	cds	no	simpleton	conservative
n	dmc	yes	moralizes	inclusive
n	asm	no	p. sativum	inclusive
n	cds	no	peasant	conservative
n	cds	no	schoolteachers	inclusive
n	cds	no	order de felicite	inclusive
a	svp	no	avaricious	inclusive
n	pa	yes	counselor	inclusive
n	asm	no	stupes	conservative
n	cds	no	botch	inclusive
n	cds	no	sanitary sewers	inclusive
n	or	no	poof	conservative
n	cds	no	hybrid	inclusive
n	or	no	"c" word	conservative
n	re	no	medieval torture device	inclusive
n	cds	no	henchwoman	conservative
n	cds	no	clans	inclusive
n	an	no	pale-bellied brant goose	inclusive
n	ps	yes	negroid race	inclusive
n	cds	no	moronism	inclusive
n	re	no	crime	inclusive
n	an	no	marine fauna	inclusive
n	an	no	jackel	inclusive
n	an	no	shellfish	inclusive
n	an	no	bugging	inclusive
n	cds	no	pimpin	inclusive
n	an	no	twat	conservative
n	an	no	high walk	inclusive
n	qas	no	baronesses	inclusive
n	cds	no	leader	inclusive
n	an	no	gyps fulvus	inclusive
n	ddp	yes	idiotic	inclusive
n	an	no	louse	inclusive
n	asf	no	vaginae	conservative
n	svp	no	apeshit	inclusive
n	cds	no	topsy-turvyness	inclusive
n	asm	no	phallos	inclusive
n	cds	no	rustler	inclusive
n	cds	no	gag reel	inclusive
n	an	no	brant	inclusive
n	cds	no	teacher	inclusive
n	ps	yes	jewdaism	inclusive
n	an	no	land seal	inclusive
n	cds	no	hypersexuality	conservative
a	cds	no	stuck-up	conservative
n	ps	yes	retard	conservative
n	ps	yes	cross-bred	inclusive
n	an	no	covert listening device	inclusive
n	re	no	forcible confinement	inclusive
n	om	no	homophile	conservative
n	qas	no	gentlemanfarmer	inclusive
a	qas	no	dilettanteish	conservative
n	cds	no	delinquent	conservative
n	an	no	eel	inclusive
n	re	no	mafia game	inclusive
n	asm	no	putz	conservative
n	dmc	yes	egregiousness	inclusive
n	asm	no	gliding action	inclusive
n	cds	no	sextrader	conservative
n	svp	no	spiritlessness	inclusive
n	asm	no	vicia faba	inclusive
n	an	no	🐊	inclusive
n	re	no	italian mob	conservative
n	re	no	terrist	inclusive
n	cds	no	gang warfare	conservative
n	cds	no	fascism	conservative
n	cds	no	marriage broker	inclusive
n	cds	no	idol-worshipping	inclusive
n	om	no	gayest	conservative
n	re	no	italian mafia	inclusive
n	cds	no	boycraziness	conservative
n	asm	no	professional foul	inclusive
n	cds	no	idiot moron imbecile	inclusive
n	re	no	maffias	conservative
n	svp	no	three domains of disgust	inclusive
n	cds	no	john	inclusive
n	qas	no	bloodhound	inclusive
n	cds	no	prevaricates	conservative
n	svp	no	nigard	conservative
n	cds	no	teaching aid	inclusive
n	cds	no	genetic cross	inclusive
a	svp	no	irascible	conservative
n	cds	no	a pound of flesh	inclusive
n	an	no	man-whores	conservative
n	om	no	buttock	inclusive
n	or	no	dumbass	conservative
n	re	no	kidnappin	inclusive
n	cds	no	m. o. f. i. a.	inclusive
n	qas	no	municipal waste stream	inclusive
n	ddp	yes	coo-yon	inclusive
n	dmc	yes	improper	inclusive
n	pr	no	kerb crawling	conservative
n	an	no	tzarevcsya	inclusive
n	cds	no	bumpkin	conservative
n	qas	no	emerging middle class	inclusive
n	asm	no	flouter	conservative
n	pr	no	kerb-crawler	conservative
n	ps	yes	rroma	inclusive
n	svp	no	leched	inclusive
n	asm	no	fuck in other languages	conservative
n	dmc	yes	peewee	conservative
n	cds	no	kamarilla	inclusive
n	qas	no	chien de saint-hubert	inclusive
n	pr	no	outside prostitution	inclusive
n	re	no	financial abuse	inclusive
n	svp	no	apathetically	inclusive
n	cds	no	american gangsters during the 1920s	inclusive
n	an	no	fauna	inclusive
n	is	yes	impoverishment	inclusive
n	asf	no	loggerhead	conservative
n	ps	yes	black-african	inclusive
n	om	no	opera queen	conservative
n	cds	no	inflation	inclusive
n	svp	no	voraciousness	conservative
n	cds	no	mussiness	conservative
n	qas	no	house painter and decorator	inclusive
n	asm	no	nookie	conservative
n	an	no	bunny rabbit	inclusive
n	cds	no	galley slave	inclusive
n	re	no	terrorist act	inclusive
n	cds	no	the moffia	inclusive
n	ps	yes	mongoloid people	conservative
n	asf	no	dunderhead	conservative
n	cds	no	lying by omission	inclusive
n	cds	no	herd	inclusive
n	an	no	diddly-shit	conservative
n	asm	no	testical	inclusive
n	cds	no	story	conservative
n	asm	no	f-hyphen-hyphen-hyphen	conservative
n	an	no	hirudinida	inclusive
n	ddp	yes	arse hole	conservative
n	cds	no	correspondents	inclusive
n	cds	no	bumbler	conservative
v	is	yes	implore	inclusive
n	an	no	fatty	conservative
n	pa	yes	college professor	inclusive
n	an	no	soil microbes	inclusive
n	re	no	gangster	inclusive
n	cds	no	procuring	conservative
n	re	no	the italian mafia	inclusive
n	qas	no	hut	inclusive
n	asf	no	putz	conservative
n	dmc	yes	deceiver	conservative
n	asm	no	dunder head	inclusive
n	dmc	yes	discourtesy	conservative
n	cds	no	pedagogia	inclusive
n	ddf	yes	mobility disabilities	inclusive
n	an	no	beyotch	conservative
n	om	no	society for individual rights	conservative
n	cds	no	dudett	inclusive
n	dmc	yes	spendthrifts	inclusive
n	cds	no	offender	inclusive
n	dmc	yes	mediocrity	conservative
n	asm	no	idiot	conservative
n	asm	no	living sauropods	inclusive
n	pr	no	whore monger	conservative
n	re	no	m. o. f. f. i. a.	conservative
n	re	no	coordinated violence	inclusive
n	cds	no	mainstream freemasonry	inclusive
a	svp	no	wrothful	inclusive
n	om	no	anterior axillary line	inclusive
n	asf	no	rubbish	conservative
n	asf	no	vaginal sphincter	conservative
n	dmc	yes	barbarousness	conservative
n	ddp	yes	changeling	inclusive
n	svp	no	disinterest	inclusive
n	re	no	sexual molestation	inclusive
n	re	no	tragic villain	conservative
n	ps	yes	mesticos	conservative
n	re	no	m a f i a	inclusive
n	re	no	thiefing	inclusive
a	is	yes	isolated	inclusive
n	ps	yes	blackest	inclusive
n	om	no	sod off	inclusive
a	dmc	yes	black	conservative
n	dmc	yes	malefactor	inclusive
n	is	yes	wretch	inclusive
n	an	no	animal reproduction	inclusive
n	re	no	felony and misdemeanour	inclusive
n	re	no	captor	inclusive
n	qas	no	tagalong	conservative
n	om	no	sexual activity with members of the same sex	inclusive
n	ddp	yes	cretinisim	inclusive
n	re	no	rape of a child	inclusive
n	pr	no	felony prostitution	conservative
n	dmc	yes	abject art	inclusive
n	dmc	yes	do as i say not as i do	conservative
n	qas	no	parsitism	inclusive
n	asm	no	go fuck yourself	conservative
a	is	yes	wretched	conservative
n	asm	no	fukk	conservative
n	an	no	diced chicken	inclusive
n	pa	yes	samuel c. t. dodd	inclusive
v	is	yes	supplicate	inclusive
n	pr	no	courtier	inclusive
n	cds	no	venality	inclusive
n	cds	no	sneak thief	conservative
n	qas	no	commodity trader	inclusive
n	cds	no	ceorle	conservative
n	asm	no	avafauna	inclusive
n	om	no	anal secks	inclusive
n	om	no	rear end	inclusive
n	dmc	yes	mozzarella	inclusive
n	ddp	yes	the "r" word	inclusive
n	svp	no	dillydallier	conservative
n	qas	no	industrialist	inclusive
n	cds	no	scribbler	conservative
v	cds	no	overeat	inclusive
n	pa	yes	prof	inclusive
n	qas	no	field hand	inclusive
n	ps	yes	vandal tribe	inclusive
n	cds	no	simple	inclusive
n	ddp	yes	the r word	inclusive
n	or	no	homophile movement	conservative
a	cds	no	academic	conservative
n	re	no	scallywag	conservative
n	an	no	male prostitute	conservative
n	cds	no	sewage	inclusive
a	qas	no	mad	inclusive
n	cds	no	contextual lie	inclusive
n	cds	no	establishment	inclusive
a	svp	no	moneygrubbing	inclusive
n	dmc	yes	turn-coated	conservative
n	ddp	yes	goofball	conservative
n	an	no	pet pig	inclusive
n	cds	no	sexual dependents	conservative
n	pr	no	lampyris carreti	inclusive
n	dmc	yes	motley fool	inclusive
n	re	no	infanticide in human culture	inclusive
n	pa	yes	bell-boy	inclusive
v	cds	no	bolt	inclusive
n	dmc	yes	improperly	inclusive
n	qas	no	social parasitism	inclusive
v	asm	no	have sex	conservative
n	re	no	criminal offence	inclusive
n	ps	yes	juadism	inclusive
n	ps	yes	Çingene	inclusive
n	cds	no	narcissitic	inclusive
a	cds	no	fearful	conservative
n	pr	no	male prostitutes	conservative
n	cds	no	rabble-rouser	conservative
v	asm	no	have a go at it	conservative
n	an	no	common european viper	inclusive
v	cds	no	buy the farm	inclusive
n	re	no	theft in english law	inclusive
n	an	no	murgh	inclusive
n	ddp	yes	mother-fucker	conservative
n	ps	yes	physiological and molecular wheat breeding	inclusive
n	or	no	capitata group	inclusive
n	cds	no	shirker	conservative
n	an	no	vipera berus luteoalba	inclusive
n	qas	no	borgeoisie	inclusive
n	qas	no	barbarian	conservative
n	dmc	yes	turncoats	conservative
n	ddp	yes	zooerastia	conservative
n	an	no	peppered moth	inclusive
n	ddp	yes	incompetent person	conservative
n	an	no	fool	conservative
n	an	no	vulture	conservative
n	cds	no	medical narcissism	inclusive
n	re	no	libellists	inclusive
v	cds	no	scheme	inclusive
a	cds	no	pedantic	conservative
n	or	no	f. vulgare	inclusive
n	cds	no	devil	conservative
n	om	no	zootomical terms for location	inclusive
a	ddp	yes	infantile	conservative
n	svp	no	gormand	conservative
n	re	no	kidnab	inclusive
n	an	no	yap	inclusive
n	om	no	gaynal	inclusive
n	qas	no	farm worker	inclusive
n	an	no	enychyros	inclusive
n	cds	no	narcissistically	inclusive
n	an	no	stinkpot	conservative
n	ddp	yes	taleteller	conservative
n	cds	no	stupid person	conservative
n	an	no	gnat	inclusive
n	asm	no	soft touch	conservative
n	an	no	the great white shark	inclusive
n	cds	no	cultural narcissism	inclusive
n	or	no	fayg	conservative
n	ddp	yes	barbarousness	conservative
n	dmc	yes	barbarians	conservative
n	or	no	new potatoes	inclusive
n	re	no	false accusation	inclusive
n	asm	no	black oranges	inclusive
n	svp	no	seven vices	inclusive
n	an	no	insects	inclusive
n	pr	no	whoring	inclusive
n	or	no	fag	conservative
n	pa	yes	cobbler	inclusive
n	pr	no	world's oldest profession	inclusive
n	om	no	sodomizing	inclusive
n	cds	no	fop rock	inclusive
n	ddp	yes	butcher	conservative
n	om	no	anal-sex	inclusive
n	re	no	internet mafia	conservative
n	asm	no	red card	inclusive
a	dmc	yes	iniquitous	conservative
n	an	no	floozy	conservative
n	cds	no	tribes women	inclusive
n	ddp	yes	riffraff	conservative
n	ddp	yes	severe mental retardation	inclusive
n	ddp	yes	nonreader	inclusive
n	ddp	yes	microcephalus	inclusive
n	dmc	yes	propriety	inclusive
n	or	no	nance	conservative
n	cds	no	sleepover bandits	inclusive
n	an	no	rascal	conservative
n	asm	no	nestlings	inclusive
n	cds	no	self-importance	conservative
n	re	no	criminal offender	inclusive
n	pa	yes	door guard	inclusive
n	cds	no	internet mafia	conservative
n	cds	no	hyper sexually	conservative
a	cds	no	shrewd	inclusive
n	cds	no	dead-end street	inclusive
n	an	no	crocodylid	inclusive
n	or	no	web color orange	inclusive
n	cds	no	mutha fucka	conservative
n	ps	yes	plant breeding	inclusive
n	pr	no	cyprian	conservative
n	dmc	yes	wit cracker	inclusive
n	svp	no	penuriousness	conservative
n	cds	no	pandemonium	inclusive
n	pa	yes	sheepherder	inclusive
n	pr	no	floozy	conservative
n	svp	no	concupisance	inclusive
n	qas	no	parasitic	inclusive
n	cds	no	latrina	inclusive
n	pr	no	hetaira	inclusive
n	an	no	anterior sucker	inclusive
n	an	no	screech owl	inclusive
n	cds	no	filching	inclusive
n	svp	no	dislike	inclusive
n	ps	yes	mongolian people	inclusive
n	an	no	piggy	inclusive
n	an	no	crocodylidae	inclusive
v	cds	no	shrivel	inclusive
n	asm	no	effed	conservative
n	dmc	yes	immoralises	inclusive
n	re	no	camorra	inclusive
n	asf	no	va-jay-jay	conservative
v	cds	no	dry up	inclusive
n	pa	yes	senior advocate supreme court	inclusive
n	an	no	pelias schottleri	inclusive
n	or	no	cucumber vine	inclusive
n	dmc	yes	meanness	inclusive
n	or	no	rice queen	conservative
n	ps	yes	jewish community	inclusive
n	an	no	culicidae	inclusive
n	ddp	yes	prisoner	inclusive
n	an	no	beeves	inclusive
n	cds	no	tomfool	conservative
n	svp	no	physical attraction	inclusive
n	cds	no	sap	conservative
n	an	no	rouncey	inclusive
n	asm	no	fuckin	conservative
n	qas	no	captain of industry	inclusive
n	dmc	yes	city bum	conservative
n	om	no	gay sexuality	inclusive
n	is	yes	costiveness	conservative
n	an	no	wriggler	inclusive
n	pr	no	prostitute	conservative
n	re	no	villainess	conservative
n	ps	yes	mongol	inclusive
n	pa	yes	personal chair	inclusive
n	cds	no	pandering	inclusive
n	ddp	yes	the karls	conservative
n	cds	no	beghard	inclusive
n	ddp	yes	animal	inclusive
n	pa	yes	commissionaire	inclusive
n	asm	no	jerking off	conservative
n	an	no	macchar	inclusive
n	an	no	ckockroach	inclusive
n	re	no	false claims	inclusive
n	dmc	yes	moraliser	inclusive
n	pr	no	whoremongers	conservative
n	ps	yes	idiotism	conservative
n	cds	no	heller	conservative
n	qas	no	monger	inclusive
n	an	no	hoaxter	conservative
n	ddp	yes	goofball comedy	conservative
n	ddp	yes	craziness	conservative
n	ps	yes	southern mongols	inclusive
n	an	no	billy	inclusive
n	re	no	malefactor	inclusive
n	cds	no	black balling	inclusive
n	re	no	serial rape	conservative
a	an	no	lousy	inclusive
n	re	no	slander	inclusive
n	an	no	sea scorpions	inclusive
n	cds	no	news correspondent	inclusive
n	ps	yes	half breed	conservative
n	om	no	sagittal view	inclusive
n	re	no	cattle rustling	inclusive
n	an	no	she-goat	inclusive
n	dmc	yes	hypocritical	conservative
n	asf	no	dummy	conservative
n	or	no	homophilia	conservative
n	qas	no	tike	conservative
n	cds	no	vagabond	conservative
a	ddp	yes	puerile	conservative
n	cds	no	crime boss	inclusive
n	cds	no	dime novel	inclusive
n	ddp	yes	churl	conservative
n	pa	yes	legal profession	inclusive
n	asf	no	saphead	conservative
n	cds	no	degree	inclusive
n	dmc	yes	abasement	inclusive
n	cds	no	wit cracker	inclusive
n	an	no	drugs mule	inclusive
n	om	no	ass full of knife	inclusive
n	an	no	frogs	inclusive
a	dmc	yes	nefarious	conservative
n	re	no	terrorists	inclusive
n	cds	no	papparazzi	inclusive
n	cds	no	robber-barons	inclusive
n	cds	no	troublesome youth group	conservative
n	cds	no	blunder	inclusive
n	re	no	breaking the law	inclusive
a	dmc	yes	foul	conservative
n	or	no	neon orange	inclusive
n	cds	no	pressman	inclusive
n	om	no	buttsecks	inclusive
n	cds	no	whorehouse	inclusive
n	cds	no	grungecore	inclusive
n	cds	no	ringleader	inclusive
n	svp	no	costiveness	conservative
n	cds	no	fundamentallism	inclusive
v	cds	no	decease	inclusive
n	svp	no	indifference	inclusive
n	qas	no	testicles	inclusive
n	svp	no	boringly	inclusive
n	cds	no	business firm	inclusive
n	ps	yes	sinoid	conservative
n	svp	no	proud	inclusive
n	an	no	maw	inclusive
n	qas	no	middleclass	inclusive
a	an	no	mulish	inclusive
n	dmc	yes	moralists	inclusive
n	or	no	tattie	inclusive
n	cds	no	decaying meat	inclusive
n	ps	yes	birin	conservative
n	pr	no	cockmonger	conservative
n	om	no	drag peformance	inclusive
n	or	no	potato farmers	inclusive
n	cds	no	mudda fukka	conservative
n	re	no	abductor	inclusive
n	ps	yes	n****r	conservative
n	qas	no	dealer	inclusive
v	re	no	lift	inclusive
n	asf	no	vaginal mucosa	conservative
n	ddp	yes	barbarians in western cultures	conservative
n	an	no	niggardliness	conservative
n	re	no	baddoing	inclusive
n	an	no	🐄	inclusive
n	cds	no	out-of-control sexual behaviours	conservative
a	svp	no	covetous	conservative
a	cds	no	clichéd	inclusive
n	ddf	yes	hunchback	inclusive
n	pa	yes	boorishness	conservative
n	cds	no	breaking laws	inclusive
n	cds	no	hyper-sexualities	conservative
n	an	no	goat	inclusive
n	an	no	pelias berus forma ochracea asymmetrica	inclusive
n	an	no	midg	inclusive
v	cds	no	ingurgitate	inclusive
n	re	no	cosanostra	inclusive
n	ddf	yes	differently-abled	inclusive
n	ps	yes	gawk	conservative
n	qas	no	farm tenant	inclusive
a	dmc	yes	putrid	conservative
n	cds	no	brothel-keeper	conservative
n	cds	no	recreant	conservative
n	re	no	incriminating	inclusive
n	re	no	stealer	inclusive
a	is	yes	narrow	conservative
a	svp	no	crabbed	conservative
n	ps	yes	darkey	conservative
n	cds	no	ragtag	conservative
n	or	no	wild cabbage	inclusive
n	dmc	yes	second-rater	conservative
n	dmc	yes	slacked	conservative
a	dmc	yes	stinking	conservative
n	cds	no	poltroonery	inclusive
n	an	no	gymnasio	inclusive
n	cds	no	laddie	inclusive
n	cds	no	ancient free and accepted masons	inclusive
n	dmc	yes	no-account	conservative
n	dmc	yes	bad man	conservative
n	om	no	gay male	inclusive
n	re	no	larceny by trick	inclusive
n	cds	no	megabrothel	inclusive
n	ddp	yes	spouter	conservative
n	an	no	vipera chersea	inclusive
n	cds	no	drumbeater	inclusive
n	dmc	yes	rapscallion	inclusive
n	re	no	to rape and in pregnate	conservative
n	an	no	bad man	conservative
n	ddp	yes	severe retardation	inclusive
n	an	no	ovis aries	inclusive
n	re	no	criminals	inclusive
n	ddp	yes	simpleton	conservative
n	cds	no	chicken	conservative
n	ddp	yes	tyke	conservative
n	pr	no	concubines	inclusive
n	cds	no	crime lord	inclusive
n	asm	no	testicular size	inclusive
n	svp	no	pigging out	inclusive
n	an	no	parsimony	conservative
v	cds	no	god	inclusive
n	cds	no	officer	inclusive
n	dmc	yes	rake	conservative
n	pa	yes	sole practitioner	inclusive
n	cds	no	dudette	inclusive
n	om	no	non-westernised concepts of male sexuality	inclusive
n	svp	no	niggardliness	inclusive
n	svp	no	enviable	inclusive
n	dmc	yes	profligacy	inclusive
n	qas	no	market keeper	inclusive
n	dmc	yes	gangsters	inclusive
n	pr	no	cattle herding	inclusive
n	cds	no	hindu fundamentalism	inclusive
n	an	no	carcharodon carcharias	inclusive
n	pa	yes	pyronia tythonus	inclusive
n	an	no	canine lupus	inclusive
n	dmc	yes	stench	conservative
n	or	no	green cabbage	inclusive
n	cds	no	joke	inclusive
n	cds	no	terry toon	conservative
n	asm	no	phallic worship	inclusive
n	an	no	cartoon villian	conservative
n	cds	no	sob	conservative
n	cds	no	castellammarse war	inclusive
n	re	no	terroism	inclusive
n	om	no	cross dress	inclusive
n	svp	no	unhumbleness	inclusive
n	an	no	hyenas	inclusive
n	ps	yes	juive	inclusive
n	cds	no	felicitaries	inclusive
n	an	no	infauna	inclusive
n	qas	no	bourgeois personality	inclusive
n	cds	no	oodles	inclusive
n	svp	no	surfeits	inclusive
n	dmc	yes	jocose lie	inclusive
n	cds	no	the m. a. f. f. i. a.	inclusive
n	cds	no	legal and not punishable crime	inclusive
n	cds	no	street gang	conservative
n	cds	no	cultural relic	inclusive
n	cds	no	idolatry in islam	inclusive
n	asm	no	trouser snake	inclusive
n	cds	no	giullare	inclusive
n	an	no	owl attacks on humans	inclusive
n	an	no	frogspawn	inclusive
n	qas	no	oil tycoon	inclusive
n	qas	no	dullard	conservative
n	re	no	badguy	conservative
n	ps	yes	ostragoth	inclusive
n	re	no	criminal	inclusive
n	cds	no	wit-cracker	inclusive
n	cds	no	whore son	inclusive
v	cds	no	desiccate	inclusive
n	asm	no	moronic	inclusive
n	or	no	cucumber	inclusive
n	ddp	yes	jackass	conservative
n	pr	no	🐮	inclusive
n	cds	no	masonic	inclusive
