SL,SL1878,koliba,1
SL,SL2664,lingerer,0
SL,SL380,bebec,245
SL,SL625,ferociousness,0
SL,SL674,nabreklih glavo,0
SL,SL2799,poulet,7
SL,SL1789,messenger boy,0
SL,SL719,ne storiti ničesar,10
SL,SL550,baraba,233
SL,SL306,neotesanac,0
SL,SL209,blockhead,2
SL,SL282,moda,489
SL,SL3045,polten,0
SL,SL2871,demagoški,1
SL,SL846,obrekljivec,0
SL,SL767,klike,70
SL,SL1517,rođaci,0
SL,SL1669,ječar,1
SL,SL380,bebec,245
SL,SL1745,zvijačen,0
SL,SL1601,norček,35
SL,SL902,varčnost,0
SL,SL705,git,17
SL,SL853,chiseler,0
SL,SL2678,odmakniti se,5
SL,SL156,žival,404
SL,SL2063,falos,0
SL,SL197,bizgec,39
SL,SL1366,psarna,0
SL,SL944,mess-up,0
SL,SL248,skopuh,8
SL,SL2325,superbie,0
SL,SL2807,dojenec,0
SL,SL772,ujetnica,1
SL,SL1148,wanker,2
SL,SL188,butec,89
SL,SL1801,razvrat,9
SL,SL235,pohlep,96
SL,SL1410,požrešnost,54
SL,SL2677,osušiti se,0
SL,SL1915,imitacija,7
SL,SL2568,nouveau riche,1
SL,SL3017,ideološki,202
SL,SL2747,divji,154
SL,SL1771,grand theft,2
SL,SL2396,uganka,83
SL,SL1348,repna,2
SL,SL401,aljkavo ženska,0
SL,SL217,golobradec,0
SL,SL2917,različen,26
SL,SL120,codswallop,0
SL,SL2271,gospodarnost,0
SL,SL2959,salientian,0
SL,SL405,streetwalker,1
SL,SL2078,zavisten,5
SL,SL2549,krilo chaser,0
SL,SL2755,ročno delo,3
SL,SL1316,prihuljenec,0
SL,SL280,sranje,1350
SL,SL977,množica,968
SL,SL2191,kljun,37
SL,SL2334,relikvije,0
SL,SL856,goljuf,51
SL,SL2749,nenavaden,119
SL,SL1344,plantarna,0
SL,SL900,tightfistedness,0
SL,SL2536,mrhovinar,12
SL,SL2886,računovodja,13
SL,SL1701,pepe-off,0
SL,SL2261,parazitski,17
SL,SL1646,evropska fižol,0
SL,SL685,hvalisanje,15
SL,SL1282,nezakonite dejavnosti,0
SL,SL317,neotesanec,9
SL,SL2388,porogljivec,0
SL,SL307,teleban,17
SL,SL468,pasu,323
SL,SL2238,papparazzi,0
SL,SL1872,hišno delo,0
SL,SL1321,dissimulator,0
SL,SL2532,gad,44
SL,SL1429,nor,1186
SL,SL374,mehka na dotik,0
SL,SL1323,licemerec,2
SL,SL66,bivol,3
SL,SL2240,papirja potiskalo,0
SL,SL3010,trd,178
SL,SL2213,policist,1390
SL,SL929,težava,883
SL,SL1317,hinavec,44
SL,SL2593,goljufati,37
SL,SL1664,paznikov,8
SL,SL2322,pridefulness,0
SL,SL1417,izobraževalec,0
SL,SL1578,mehko ray,0
SL,SL1965,nekulturen,24
SL,SL29,maltretiranje,49
SL,SL200,neumnež,2
SL,SL1051,cowardliness,0
SL,SL820,changelings,0
SL,SL479,outlawry,0
SL,SL156,žival,404
SL,SL1590,siphonaptera,0
SL,SL2543,vesel andrew,0
SL,SL376,sodi človeka,20
SL,SL1851,hoi polloi,1
SL,SL160,živalstvo,2
SL,SL1309,gnus,142
SL,SL1611,prostozidarjev,8
SL,SL1624,fundamentalisti,6
SL,SL1164,crookback,0
SL,SL2270,psittaciformes,0
SL,SL2475,gos,67
SL,SL2342,kolovodja,49
SL,SL540,podgana,234
SL,SL323,barbarstvo,17
SL,SL2683,pasti,725
SL,SL692,oholost,14
SL,SL18,odan,3
SL,SL137,nepismen,170
SL,SL156,žival,404
SL,SL2171,mosquitoe,0
SL,SL2122,svedrovec,0
SL,SL722,postavač,0
SL,SL2766,kisel,11
SL,SL3117,gospodovalen,0
SL,SL2133,tat,53
SL,SL452,pobožnjak,0
SL,SL1082,odpadek,13
SL,SL2613,umreti,305
SL,SL3175,transvestizem,0
SL,SL3140,strahovlada,151
SL,SL2943,neugoden,7
SL,SL759,žnable,29
SL,SL460,drhal,2812
SL,SL1029,newsmonger,0
SL,SL199,norec,263
SL,SL2667,igračkar,0
SL,SL2130,minstrel,0
SL,SL2904,roparji,28
SL,SL1021,gej,142
SL,SL678,nadutost,58
SL,SL380,bebec,245
SL,SL1100,lisjaštvo,0
SL,SL611,polovičar,1
SL,SL200,neumnež,2
SL,SL3039,strasten,21
SL,SL1074,mazaštvo,6
SL,SL1333,keister,0
SL,SL202,tepec,211
SL,SL2954,salientia,0
SL,SL1177,hibridna koruza,0
SL,SL2523,nesrečnež,2
SL,SL2174,moskit,0
SL,SL730,podlež,11
SL,SL2221,mafije,542
SL,SL121,folderol,0
SL,SL111,mešanica,74
SL,SL315,grobijan,2
SL,SL3193,hoaxima,0
SL,SL2351,pol pasma,0
SL,SL2564,moocher,0
SL,SL614,botcher,0
SL,SL1461,morala,4501
SL,SL424,norišnica,156
SL,SL725,postopač,3
SL,SL531,sloven,28
SL,SL448,otročje,144
SL,SL701,obseg,195
SL,SL576,flub,0
SL,SL120,codswallop,0
SL,SL1725,protipostaven,0
SL,SL2016,lazybones,0
SL,SL1252,naivnež,33
SL,SL2328,ucjenjivač,0
SL,SL2853,zagovorništvo,9
SL,SL205,topoglavec,0
SL,SL1451,etični motiv,0
SL,SL449,otročja,15
SL,SL439,fabricator,1
SL,SL3255,oportunist,55
SL,SL476,crimes,51
SL,SL917,kurac,1165
SL,SL377,pudden glava,0
SL,SL1827,judovske tradicije,0
SL,SL3155,mučenje,166
SL,SL354,baronies,0
SL,SL541,strikebreakers,0
SL,SL2247,hayseed,0
SL,SL3093,poppycock,0
SL,SL1852,veliki neopren,0
SL,SL2379,jagnje,60
SL,SL208,kreten,808
SL,SL2547,Črvi,51
SL,SL643,poškodbe možganov,5
SL,SL2421,deklica,312
SL,SL494,brbljavec,0
SL,SL1047,strašljivec,0
SL,SL608,mazač,6
SL,SL2716,godrnjavs,0
SL,SL49,akademikov,35
SL,SL853,chiseler,0
SL,SL1002,telesnega,5
SL,SL1311,simulant,3
SL,SL2185,obotavljač,0
SL,SL2059,provodadžija,0
SL,SL822,prasica,505
SL,SL98,partner v zločinu,0
SL,SL1025,raznašalec,26
SL,SL1909,malikovalci,104
SL,SL1428,razburjen,30
SL,SL918,lulček,11
SL,SL1369,jedec,3
SL,SL603,surovež,0
SL,SL2224,ostrogoth,9
SL,SL1201,kumarica,1
SL,SL2359,selachimorpha,0
SL,SL2056,maroon,9
SL,SL1979,neuklonljivost,0
SL,SL1493,nevljuden,11
SL,SL2197,negovanček,0
SL,SL212,tele,834
SL,SL2215,milíčnica,1
SL,SL1598,pajac,99
SL,SL2576,moledovati,1
SL,SL67,bizon,10
SL,SL2195,nursling,0
SL,SL813,prismoda,2
SL,SL442,portir,4
SL,SL2753,wank,7
SL,SL1720,občevati,6
SL,SL716,potepuhi,4
SL,SL3152,muka,222
SL,SL988,seks,466
SL,SL198,budala,304
SL,SL1458,nravoslovje,0
SL,SL730,podlež,11
SL,SL2071,homoseksualen,0
SL,SL692,oholost,14
SL,SL2398,mehkužec,25
SL,SL691,postavljanje,55
SL,SL707,izmeček,54
SL,SL610,blunderer,0
SL,SL702,vol,262
SL,SL2178,molj,8
SL,SL2722,navajen,126
SL,SL1738,pujs,32
SL,SL214,numskull,0
SL,SL462,gangsterism,0
SL,SL2031,posojilo morskih psov,0
SL,SL2987,pametnjakovič,65
SL,SL1510,invalidne osebe,0
SL,SL731,villainess,0
SL,SL2330,rattus,0
SL,SL456,pobožnjaški,0
SL,SL1093,chinch,0
SL,SL209,blockhead,2
SL,SL1371,epikurejec,0
SL,SL1899,pišče,7
SL,SL131,fanatiki,123
SL,SL3259,treasonist,0
SL,SL2320,ropotulja,0
SL,SL1402,kmet,378
SL,SL1693,mediator,36
SL,SL1027,čenča,0
SL,SL2830,siromak,48
SL,SL2539,prijevozilac,0
SL,SL1778,tatvina,15
SL,SL731,villainess,0
SL,SL2422,narcis,87
SL,SL2161,shirker,0
SL,SL268,bawdyhouse,0
SL,SL3144,teroristični napad,66
SL,SL391,ženska na cesti,0
SL,SL811,namby-pamby,0
SL,SL2782,premlačen,0
SL,SL1335,prat,95
SL,SL247,skopuha,8
SL,SL175,perspicaciousness,0
SL,SL3085,maščevalski,0
SL,SL821,trapa,49
SL,SL2776,pirat,39
SL,SL474,hudodelec,1
SL,SL3208,klatenje,17
SL,SL1626,bes,278
SL,SL2811,brezčuten,7
SL,SL375,patsy,2
SL,SL265,hiša slabem glasu,0
SL,SL207,dunderhead,0
SL,SL200,neumnež,2
SL,SL1596,napačen,154
SL,SL313,barbarsko,40
SL,SL119,šund,138
SL,SL1529,zvodník,30
SL,SL2455,negroid,0
SL,SL607,bungler,0
SL,SL471,lopov,497
SL,SL1594,čreda,93
SL,SL116,izrastek,0
SL,SL290,dobičkarski,5
SL,SL2673,zmazati,0
SL,SL277,scrooge,0
SL,SL903,minginess,0
SL,SL998,zajec,149
SL,SL2527,navaden,780
SL,SL543,stavkokaz,0
SL,SL1802,prostitutke,172
SL,SL2067,spolni ud,2
SL,SL326,prodajalec,256
SL,SL1843,Židi,188
SL,SL317,neotesanec,9
SL,SL310,neolikanec,1
SL,SL621,zooerasty,0
SL,SL2598,zlo-maker,0
SL,SL1252,naivnež,33
SL,SL2668,plitev,8
SL,SL409,deklina,52
SL,SL2590,oslepariti,0
SL,SL240,pohlepnost,1
SL,SL1268,neroda,3
SL,SL35,dejavnik,94
SL,SL2291,grah,119
SL,SL2901,rapine,0
SL,SL181,imbecilnost,3
SL,SL1921,navihanec,2
SL,SL1465,krepost,3
SL,SL114,privesek,60
SL,SL314,barbar,15
SL,SL2505,ubijalec,10
SL,SL434,izmišljotina,263
SL,SL438,fibber,0
SL,SL2701,prosjak,0
SL,SL53,akademikinja,0
SL,SL815,imbecil,154
SL,SL1312,potuhnjenec,52
SL,SL1479,nesrečen,42
SL,SL427,topsy-turvyness,0
SL,SL1296,jerry,543
SL,SL1263,plenilcem,3
SL,SL8,abulia,0
SL,SL214,numskull,0
SL,SL2748,nepravilen,1
SL,SL470,lump,30
SL,SL315,grobijan,2
SL,SL115,maxilliped,0
SL,SL2781,politik,1910
SL,SL596,dogmatizma,1
SL,SL2640,osladen,14
SL,SL838,backbiter,0
SL,SL2992,frenetičen,1
SL,SL2556,šušmariti,0
SL,SL1670,vzgojni častnik,0
SL,SL1279,zakon-breaking,0
SL,SL2125,metics,0
SL,SL1790,kurbanje,3
SL,SL2563,izmamljivač,0
SL,SL546,kurbin sin,3
SL,SL2630,novega krompirja,2
SL,SL73,kljubovalen,0
SL,SL239,avaritia,0
SL,SL2925,truckler,0
SL,SL2621,poteči,10
SL,SL383,puding glavo,0
SL,SL2363,mikrob,3
SL,SL861,svojat,52
SL,SL1953,nizkimi dohodki,12
SL,SL1869,prenajedanje,1
SL,SL730,podlež,11
SL,SL1064,ragljati,0
SL,SL2802,piščanca,14
SL,SL2688,zmanjšati se,47
SL,SL1756,nabrit,1
SL,SL614,botcher,0
SL,SL2184,slowpoke,3
SL,SL2761,ošaben,4
SL,SL196,saphead,0
SL,SL621,zooerasty,0
SL,SL2246,rube,23
SL,SL2350,odpadne vode,29
SL,SL694,aroganca,99
SL,SL1212,izberete,27
SL,SL3062,sciaenops ocellatus,0
SL,SL1130,zaupljivost,1
SL,SL1889,hijene,118
SL,SL2235,pederasty,0
SL,SL56,duševno prizadetih,2
SL,SL248,skopuh,8
SL,SL1120,norost,887
SL,SL59,idiotizem,307
SL,SL1249,klošar,190
SL,SL320,požrešen,11
SL,SL283,jajce,296
SL,SL865,psa,791
SL,SL2788,plehek,9
SL,SL819,slaboumnež,1
SL,SL824,žaljive,126
SL,SL3167,navzkrižno oblači,0
SL,SL3217,podkupljiv,5
SL,SL397,kurba,322
SL,SL106,omnium-gatherum,0
SL,SL2046,poneverba,0
SL,SL2881,bunkum,0
SL,SL389,cafuta,4
SL,SL256,zaostalost,11
SL,SL1866,lakoten,0
SL,SL3030,aureus,0
SL,SL1702,dobro-za-ničla,0
SL,SL2117,poneumiti,5
SL,SL90,lijenost,0
SL,SL2466,hiperseksualnost,0
SL,SL2094,razdražljiv,0
SL,SL344,advokat,256
SL,SL2623,izdihniti,0
SL,SL199,norec,263
SL,SL2123,vlomilec,32
SL,SL1303,grunge,11
SL,SL2895,ugrabi,10
SL,SL1586,vode rib,1
SL,SL366,izključitev,43
SL,SL2724,regularen,48
SL,SL2538,jastrebi,18
SL,SL298,razbojnik,8
SL,SL2247,hayseed,0
SL,SL867,familiaris,0
SL,SL250,brbljač,0
SL,SL540,podgana,234
SL,SL639,krava,206
SL,SL1718,seksati,21
SL,SL2430,samopašen,3
SL,SL1479,nesrečen,42
SL,SL1666,tamničar,0
SL,SL2663,besneti,1
SL,SL246,stiskač,0
SL,SL1492,surov,22
SL,SL2358,morski,175
SL,SL202,tepec,211
SL,SL2852,vlačugar,0
SL,SL804,izvrženec,0
SL,SL1993,jokester,0
SL,SL1531,zvodnik,30
SL,SL384,dolt,1
SL,SL2868,zmaličen,0
SL,SL2159,luftar,3
SL,SL687,bahaštvo,0
SL,SL2021,neonaticide,0
SL,SL2154,lev,605
SL,SL194,budalo,195
SL,SL519,mogotec,6
SL,SL664,sodomist,1
SL,SL2205,sramotu,3
SL,SL2994,pikolovstvo,0
SL,SL586,vaunter,0
SL,SL3192,pas z utežmi,0
SL,SL1249,klošar,190
SL,SL1570,zadah,10
SL,SL2185,obotavljač,0
SL,SL2096,žolčen,0
SL,SL1959,nesposoben,270
SL,SL1022,homoseksualni,3
SL,SL1829,hebraizem,0
SL,SL1972,neuk,15
SL,SL1048,mevža,157
SL,SL583,blamaža,236
SL,SL1780,odtujitev,5
SL,SL1226,posmehovati,5
SL,SL584,bloditi,4
SL,SL252,klepetulja,1
SL,SL1711,spati z nekom,0
SL,SL182,neumnost,870
SL,SL2144,sanitarijah,2
SL,SL1070,hohštapler,14
SL,SL1934,prizadetost,12
SL,SL2335,retorika,213
SL,SL2105,občutljiv,28
SL,SL2469,hypersexual,0
SL,SL1010,novinar,2853
SL,SL746,podel,97
SL,SL1849,ljudstvo,2871
SL,SL1703,ne'er-do-in,0
SL,SL2073,nevoščljivost,33
SL,SL1215,šaljivec,20
SL,SL1169,biotehnologijo rastlin,0
SL,SL1617,frown,1
SL,SL2974,krasti,84
SL,SL237,pohlepa,62
SL,SL2672,počečkati,0
SL,SL1357,lisica,78
SL,SL635,bos taurus,0
SL,SL219,ignorant,30
SL,SL2432,samoljuben,0
SL,SL997,zajčke,11
SL,SL2190,rilec,31
SL,SL803,zavrženec,0
SL,SL284,teste,818
SL,SL564,podjetnik,269
SL,SL453,fanatizma,18
SL,SL3258,izdajalca,41
SL,SL2841,nabrekel,0
SL,SL281,ballock,0
SL,SL941,navaden,781
SL,SL2607,uničiti,646
SL,SL306,neotesanac,0
SL,SL1331,ventrolateral,0
SL,SL2953,krota,8
SL,SL1245,kurtizan,0
SL,SL1619,fundamentalizem,16
SL,SL1918,vragec,2
SL,SL2998,izkoriščevalec,4
SL,SL3137,terorizmu,122
SL,SL881,sub-klan,0
SL,SL306,neotesanac,0
SL,SL1436,felonies,0
SL,SL2409,član družbe,4
SL,SL1326,pih,263
SL,SL1894,crooner,0
SL,SL2684,nabrati se,4
SL,SL1746,poreden,8
SL,SL2617,miniti,23
SL,SL2450,negroids,0
SL,SL1473,sprijenost,2
SL,SL211,cepec,223
SL,SL92,kasne,41
SL,SL2483,terorist,134
SL,SL311,kmetavz,10
SL,SL956,kaste,18
SL,SL375,patsy,2
SL,SL726,sodrga,253
SL,SL920,kurc,121
SL,SL1961,filistrski,0
SL,SL2216,policisti,3048
SL,SL1414,pedant,0
SL,SL2380,oven,39
SL,SL184,betise,1
SL,SL1852,veliki neopren,0
SL,SL1301,umazanije,19
SL,SL1082,odpadek,13
SL,SL2921,priliznjenec,0
SL,SL163,animirati počutje,0
SL,SL611,polovičar,1
SL,SL1336,bazalni,0
SL,SL914,klinac,24
SL,SL479,outlawry,0
SL,SL2189,mule,29
SL,SL2085,angriness,0
SL,SL5,lenoba,28
SL,SL60,amentia,0
SL,SL2930,groveller,0
SL,SL2006,pseud,0
SL,SL1572,malodour,0
SL,SL1923,lumpek,3
SL,SL3097,lampyris noctiluca,0
SL,SL1678,žigolo,6
SL,SL3256,prebežnik,5
SL,SL2283,zloba,269
SL,SL2819,slep,404
SL,SL2134,kradljivec,4
SL,SL1997,scrawler,0
SL,SL119,šund,138
SL,SL1615,brez zidar,0
SL,SL347,advokatka,2
SL,SL502,porednost,1
SL,SL158,bitje,214
SL,SL5,lenoba,28
SL,SL207,dunderhead,0
SL,SL1399,klatež,1
SL,SL2746,viharen,0
SL,SL224,equus asinus,0
SL,SL380,bebec,245
SL,SL43,akademske,12
SL,SL2754,drkanje,197
SL,SL2473,gosi,11
SL,SL2548,slip jezika,0
SL,SL1505,razsipnik,0
SL,SL215,lunkhead,0
SL,SL1123,prickteaser,0
SL,SL887,družina,2130
SL,SL475,banditti,0
SL,SL1913,stiskaški,3
SL,SL2591,prevarati,7
SL,SL2471,tehnika,111
SL,SL725,postopač,3
SL,SL1325,licemerstvo,68
SL,SL1916,škrat,50
SL,SL1113,wiliness,0
SL,SL1524,zelotizem,0
SL,SL2091,togoten,5
SL,SL2037,posojilnice,1
SL,SL852,slepar,16
SL,SL1374,ovca,356
SL,SL1359,slyboots,0
SL,SL1896,teoretik,67
SL,SL2731,pediculus corporis,0
SL,SL818,debil,1277
SL,SL2989,modrijan,13
SL,SL1983,pompeznost,0
SL,SL2031,posojilo morskih psov,0
SL,SL749,ničvreden,25
SL,SL407,pouličnica,0
SL,SL1924,strix varia,0
SL,SL1322,svetohlinec,3
SL,SL36,posrednik,47
SL,SL1598,pajac,100
SL,SL107,parčići,0
SL,SL1536,metresa,1
SL,SL1520,zanesenjak,3
SL,SL1901,wench,0
SL,SL2809,živinski,7
SL,SL2000,moralno stečaj,0
SL,SL1400,vagabund,1
SL,SL3116,prešeren,70
SL,SL684,bolgar,4
SL,SL204,šalobarda,0
SL,SL187,neumen,627
SL,SL1774,tatovi,148
SL,SL707,izmeček,54
SL,SL2245,nevljudnost,0
SL,SL1676,pipistrellus,0
SL,SL3203,cordwainer,0
SL,SL746,podel,97
SL,SL1340,sedalo,4
SL,SL321,brutalnost,18
SL,SL3027,falsifikator,0
SL,SL2099,čemeren,2
SL,SL1751,pretkan,19
SL,SL821,trapa,49
SL,SL1970,neznanje,303
SL,SL1835,hebraism,0
SL,SL3171,cross-salon,0
SL,SL3194,rdeči karton,27
SL,SL2110,mussiness,0
SL,SL2639,sentimentalen,0
SL,SL148,infauna,0
SL,SL295,hajduk,73
SL,SL3163,beli ovratnik delavcev,0
SL,SL554,nezakonski,3
SL,SL1057,čenčati,0
SL,SL529,svinja,457
SL,SL1978,neprizanesljivost,0
SL,SL3065,kanal bas,0
SL,SL2038,loanshark,0
SL,SL1930,fizično izpodbija,0
SL,SL547,mati fucker,0
SL,SL1588,godlja,168
SL,SL208,kreten,808
SL,SL3281,razbojnikov,17
SL,SL1748,premeten,2
SL,SL82,sodomije,0
SL,SL2220,mafija,1010
SL,SL3184,ptič,81
SL,SL476,crimes,51
SL,SL1462,nravnost,0
SL,SL562,pogrebnik,6
SL,SL607,bungler,0
SL,SL2659,zabavljač,15
SL,SL1081,kovinski odpadki,0
SL,SL2913,capturer,1
SL,SL1049,šleva,26
SL,SL2653,vseved,29
SL,SL2517,homunculi,0
SL,SL2877,hogwash,0
SL,SL3153,agonija,31
SL,SL728,zlobni,240
SL,SL3228,caitiff,0
SL,SL1919,smrkavec,65
SL,SL2760,napuhnjen,0
SL,SL2592,opehariti,0
SL,SL1028,gossiper,0
SL,SL2047,malverzacija,2
SL,SL1430,ljubitelj,165
SL,SL1519,divulgence,0
SL,SL2324,ponòs,461
SL,SL2900,raptio,0
SL,SL706,rotter,3
SL,SL194,budalo,195
SL,SL821,trapa,49
SL,SL747,slinast,1
SL,SL2459,snubec,2
SL,SL2657,natančnež,0
SL,SL822,prasica,506
SL,SL12,otopelost,9
SL,SL2856,mlad,522
SL,SL1185,skladnosti,24
SL,SL1368,gurman,7
SL,SL818,debil,1278
SL,SL313,barbarsko,40
SL,SL950,samozadovoljstvo,0
SL,SL201,puhloglavec,2
SL,SL2843,neskromen,1
SL,SL3122,zapovedovalen,0
SL,SL2574,prositi,155
SL,SL3086,pameten,797
SL,SL1658,umazan,122
SL,SL1157,crocodylia,0
SL,SL2519,slepa oseba,0
SL,SL440,nakladač,60
SL,SL1530,zvodniki,9
SL,SL545,bastard,34
SL,SL470,lump,30
SL,SL625,ferociousness,0
SL,SL1917,afna,15
SL,SL2013,lecherousness,0
SL,SL1016,vanje,113
SL,SL3012,biriči,5
SL,SL294,ropar,26
SL,SL382,butelj,119
SL,SL677,domišljavost,66
SL,SL964,profesorica,212
SL,SL249,miser,0
SL,SL2912,roparja,3
SL,SL174,shrewdness,0
SL,SL1018,homoseksuálec,89
SL,SL211,cepec,223
SL,SL1441,erekcijo,18
SL,SL211,cepec,223
SL,SL289,skop,7
SL,SL1903,ideologija,308
SL,SL2180,šoba,226
SL,SL2780,plagiarizing,0
SL,SL59,idiotizem,307
SL,SL819,slaboumnež,1
SL,SL275,škrt,31
SL,SL3279,culchie,0
SL,SL2689,profiter,8
SL,SL688,boastfulness,0
SL,SL14,brezbrižnost,18
SL,SL478,prepovedali,573
SL,SL1542,težak,180
SL,SL2418,pritlikava oseba,0
SL,SL3240,nasilje,4678
SL,SL550,baraba,233
SL,SL2420,pol vrček,0
SL,SL1492,surov,22
SL,SL3221,podkupljivost,1
SL,SL270,športne hiša,0
SL,SL3078,swot,12
SL,SL2234,pederastic,0
SL,SL276,tvrdica,0
SL,SL2474,gosak,0
SL,SL459,tolpa,104
SL,SL345,odvetništvo,10
SL,SL2578,preobjesti,0
SL,SL1728,protipraven,5
SL,SL493,tožljivec,0
SL,SL15,indiferentnost,0
SL,SL48,amateurishness,0
SL,SL215,lunkhead,0
SL,SL375,patsy,2
SL,SL2814,robat,0
SL,SL1046,strahopetnica,0
SL,SL3002,krvoses,3
SL,SL680,bolgárka,2
SL,SL105,zmešnjava,25
SL,SL205,topoglavec,0
SL,SL2324,ponòs,461
SL,SL987,roll v senu,0
SL,SL1799,osramotitev,0
SL,SL1406,nanus,1
SL,SL155,metazoa,0
SL,SL1421,dejanje,1690
SL,SL1556,izsilil,27
SL,SL78,lenost,64
SL,SL2278,krut,79
SL,SL629,časa,8247
SL,SL1284,doodly-čepenje,0
SL,SL310,neolikanec,1
SL,SL527,pes,1929
SL,SL141,jegulja,7
SL,SL482,izobčenec,2
SL,SL930,tegoba,2
SL,SL1557,razvajenost,8
SL,SL3074,izprijen,5
SL,SL1055,strahopetnost,44
SL,SL2452,črnci,66
SL,SL816,debilizem,119
SL,SL992,shtup,0
SL,SL1183,mlečnozobec,1
SL,SL1749,navihan,5
SL,SL2608,ponesrečiti se,0
SL,SL211,cepec,223
SL,SL497,nagajiv,3
SL,SL2338,klasične retorike,0
SL,SL296,bandit,38
