ID,Lemma,POS,Synset_ID,Synset_Lemma,Definition,Definition' source,Example,Example' source,Original HurtLex Category,Stereotype,synset_category,synonyms_en,definition_en,definition_category,ERIS_score,aikia_offensive_score
AR87,تابع,n,"['omw-arb-10016103-n', 'omw-arb-10099375-n']","['بدأ', 'تقلص', 'تصرف_بحماقة', 'أعد_من_طريق_التحويل', 'عقد', 'شفع', 'امتثل', 'أجل', 'اِعْتنق', 'نجح', 'خطبة', 'زكا_يوصى', 'دفع_بقوة', 'اشتغل', 'أدار', 'جادل', 'إنبثق_عن', 'تتبّع', 'لاحق', 'قولب', 'كان_على_علاقة_مع', 'قاضى', 'اِتّبع', 'وَاصَلَ', 'شق_طريقة_بصعوبة', 'اختار', 'خَلفَ', 'تبع', 'فلح', 'حدث', 'حث', 'قصر', 'أخذ_سبيله_للإ_نجاز', 'تجمع', 'نفذ', 'واصل', 'حذر', 'كمل', 'قلص', 'استحث', 'عانق', 'مارس', 'حاصر', 'أقر', 'انكمش', 'نبه', 'عدى', 'سدد_من_طريق_العمل', 'اِشْتغل', 'وصى_على', 'ناضل', 'وعظ', 'كبس_على', 'صر', 'مضى', 'أثار', 'انقبض', 'تقدّم', 'تقدم', 'حاول_تقليده', 'تبنّى', 'حول', 'استأنف', 'سلك', 'دفع', 'اِسْتكْمل', 'سعى', 'ضغط', 'رافق', 'أدّى', 'تعقّب', 'نتج', 'ولى', 'حثّ', 'دام', 'كوى', 'عصر', 'التقط', 'أحدث', 'بحث', 'عمِل_وِفْق', 'وصى', 'بقِي', 'حثّ_على', 'سحق', 'استعجل', 'كبح', 'ألح', 'اِسْتمرّ', 'سير_في_موكب', 'ازدحم', 'استمر', 'توالى', 'أوْصى_بـ', 'حضّ', 'تعاقب', 'تحرك', 'تبِع', 'كبس', 'ذهب_الى', 'خطب', 'ضغط_على', 'تبنى', 'قلّص', 'خلف', 'لحِق', 'أنْجز', 'قلد', 'تابع', 'فعل', 'امتد', 'أكره_على_أداء_الخدمة_العسكرية', 'خص', 'تحرّك', 'رفع_دعوى_قضائية', 'أدرك', 'انفع', 'تعقب', 'أصدر_من', 'شرع', 'دوام', 'حل_مسألة', 'إبتز_المال', 'صادر_للمصلحة', 'أفلح', 'سير_العمل', 'ضغط_بقوة_مطردة', 'بقي', 'قدم_بتوصية', 'دخل_بصعوبة', 'طارد', 'فاز', 'اندفع', 'هاجم', 'أحرز_مكانة', 'تمشّى_مع', 'تصرف', 'حدد', 'أقحم', 'عمِل', 'استغفر', 'جذب', 'احتال', 'شق_طريقه', 'أرهق', 'شغل', 'تراكم', 'نصح', 'أدخل', 'طابق', 'حمل', 'إِسْتغْرق', 'إستخرج_أسطوانة_مسجلة', 'نفّد', 'اتخذ', 'حشد', 'توفق_في', 'سطح', 'رث_العرش', 'ترقب', 'ضيق', 'قبض']",شخص يتبع غيره بلا رأي أو شخصية مستقلة,,لا تكن مجرد تابع للآخرين.,,qas,no,,,,,,
AR1477,تافه,n,[no_synset],[no_synset_lemma],شخص أو شيء قليل القيمة والأهمية,,لا تشغل نفسك بأمور تافهة.,,dmc,yes,,,,,,
AR1949,تتطفل,n,[no_synset],[no_synset_lemma],تتدخل فيما لا يعنيك,,لماذا تتطفل على شؤوننا الخاصة؟,,qas,no,,,,,,
AR2644,تحرش,n,"['omw-arb-01759326-v', 'omw-arb-01789514-v']","['أطلق', 'ربى', 'اعتدى', 'ضحك', 'ربى_الماشية', 'أثار_قضية', 'قتل', 'اِسْتثار', 'شال', 'اِسْتحثّ', 'أضرم_النار', 'تحرش', 'رفع_الكأس_لإحد', 'غضب', 'نغّص', 'رفع', 'زاد_النار_إشتعالا', 'إنتهك_حرمة', 'فصل', 'خمر', 'أرْهق', 'عذب', 'أيقظ', 'زور_شيكا', 'زاد_المبلغ_المراهن_عليه', 'أحرق', 'أربك', 'هاج', 'جمع', 'أجج', 'أثار', 'تلفظ_بقوة', 'تثاقل_على', 'شيد', 'نزل_به_كارثة', 'رفع_لأعلى', 'أرهق', 'أضرم', 'برز', 'رب', 'أنْهك', 'سخن_قليلا', 'نهض', 'أيْقظ', 'أنهض', 'استفز', 'نكّد', 'رد_بالنار', 'نهك', 'رقى', 'أزْعج', 'رفع_الستارة', 'حث', 'اِسْتفزّ', 'استيقظ', 'تحرّش', 'غيظ', 'أزعج', 'أصابه_بطاعون', 'حرض', 'هيّج', 'أشعل', 'ثور', 'سعل_مخرجا_البلغم', 'أقلق', 'جمع_تبرعات', 'أهاج', 'استحث', 'ضايق', 'رفع_معنوياته', 'أحدث']",مضايقة شخص بشكل مسيء أو جنسي,,التحرش جريمة يعاقب عليها القانون.,,re,no,,,,,,
AR480,تخبط,n,[no_synset],[no_synset_lemma],التصرف بعشوائية ودون تخطيط أو هدف,,الشركة تعيش في حالة من التخبط الإداري.,,qas,no,,,,,,
AR242,تخلف,n,[no_synset],[no_synset_lemma],صفة للتأخر الحضاري أو الفكري,,هذه العادات دليل على التخلف.,,ddp,yes,,,,,,
AR1798,تخلف عقلي,n,[no_synset],[no_synset_lemma],شتيمة قاسية للدلالة على الغباء الشديد أو الرجعية,,هذه الفكرة دليل على تخلف عقلي.,,ddp,yes,,,,,,
AR1295,تزمت,n,['omw-arb-06206334-n'],[no_synset_lemma],التمسك الشديد بآراء متطرفة ورفض الآخر,,تزمته الديني جعله يكره الجميع.,,cds,no,,,,,,
AR1355,تزوير,n,['omw-arb-00751145-n'],[no_synset_lemma],تغيير الحقيقة في المستندات أو الوثائق,,سُجن بتهمة تزوير شهادته الجامعية.,,dmc,yes,,,,,,
AR1353,تزييف,n,['omw-arb-00751145-n'],[no_synset_lemma],تحريف الحقائق أو تقليد شيء أصلي بشكل مخادع,,إنه بارع في تزييف مشاعره.,,dmc,yes,,,,,,
AR1952,تطفل,n,['omw-arb-02560424-v'],"['فرض', 'فرض_عليه_نفسه', 'فرض_نفسه', 'استغل', 'خدع', 'تطفل']",التدخل في شؤون الآخرين بفضول مزعج,,كف عن التطفل على حياتي.,,qas,no,,,,,,
AR607,تعالي,n,[no_synset],[no_synset_lemma],التصرف بغرور وتكبر على الآخرين,,نظر إلينا بتعالٍ وكأننا أقل منه شأناً.,,cds,no,,,,,,
AR2683,تعذيب,n,[no_synset],[no_synset_lemma],إلحاق ألم جسدي أو نفسي شديد بشخص ما,,مات السجين تحت التعذيب.,,re,no,,,,,,
AR19,تعسف,n,['omw-arb-08440630-n'],[no_synset_lemma],استخدام السلطة بشكل ظالم وجائر,,طرد الموظفين كان قراراً فيه تعسف.,,re,no,,,,,,
AR121,تعصب,n,"['omw-arb-06205154-n', 'omw-arb-06206334-n']",[no_synset_lemma],الانحياز الأعمى لفئة أو فكرة ورفض ما عداها,,التعصب الرياضي يفسد متعة اللعبة.,,cds,no,,,,,,
AR1673,تعطيل,n,"['omw-arb-00403092-n', 'omw-arb-00233795-n']",[no_synset_lemma],إعاقة سير العمل أو التقدم عمداً,,اتُهم بتعطيل مصالح المواطنين.,,ddf,yes,,,,,,
AR2265,تعيس,n,[no_synset],[no_synset_lemma],شخص يشعر بالحزن والشقاء الشديد,,يعيش حياة تعيسة مليئة بالمشاكل.,,dmc,yes,,,,,,
AR2101,تغابي,n,[no_synset],[no_synset_lemma],التظاهر بالغباء لتجنب المسؤولية أو لفهم نية الآخر,,لا تتغابى، فأنت تعرف الحقيقة جيداً.,,ddp,yes,,,,,,
AR1680,تفاهة,n,[no_synset],[no_synset_lemma],صفة لقلة القيمة أو السطحية,,سئمت من تفاهة البرامج التلفزيونية.,,ddp,yes,,,,,,
AR1639,تكبر,n,[no_synset],[no_synset_lemma],الغرور والتعالي على الناس,,تكبره يجعله مكروهاً من الجميع.,,cds,no,,,,,,
AR2317,تلعثم,v,"['omw-arb-00981544-v', 'omw-arb-01036804-v']","['هذر', 'تمتم', 'زقزق', 'ثرثر_كالطفل', 'تلعْثم', 'عى_في_الكلام', 'برر_الكلام', 'خان', 'نطق_بتمتمة', 'أطلق_أصواتا', 'أكثر_الكلام', 'ثرثر', 'طقطق', 'بربر', 'لفظ_متلعثما', 'تلجلج', 'أجاب_متمتما', 'لغا', 'تلعثم', 'تصطك', 'لفظ_بغير_وضوح', 'ترنح', 'أفشى_السر', 'مشى_مضطربا', 'فأفأ', 'هرف', 'ثرْثر', 'تتذبذب_بسرعة', 'تداعى', 'تأتأ', 'جاوب_بتلعثم', 'تمْتم', 'فأْفأ']",السخرية من تردد شخص في الكلام كدليل على ضعفه أو كذبه,,بدأ يتلعثم عندما واجهته بالحقيقة.,,qas,no,,,,,,
AR597,تمادي,n,[no_synset],[no_synset_lemma],تجاوز الحد في الإساءة أو الخطأ,,لقد تمادى في وقاحته كثيراً.,,cds,no,,,,,,
AR987,تمساح,n,[no_synset],[no_synset_lemma],شخص غدار ومنافق، يظهر التعاطف وهو يخفي الشر,,إنه تمساح يبكي على ضحاياه.,,an,no,,,,,,
AR2360,تهكم,v,"['omw-arb-02657219-v', 'omw-arb-00851933-v']","['توافق', 'عنف', 'أعد', 'جهز', 'لاءم', 'قمع', 'ناسب', 'أقر', 'إنطبق_على', 'تهكم', 'سحب_مالا', 'ودع', 'تكيف', 'إنطبق_على_شكل', 'جدول', 'طابق_الأرقام', 'إنتقد_بحدة', 'قارن', 'كافأ', 'كبح', 'ناغم', 'دون', 'لائم', 'سخِر', 'قيد', 'عد', 'ماثل', 'بارى', 'حمص', 'سلم', 'سخر', 'توصل_إلى_تسوية', 'فحص', 'كبت', 'حسب', 'أوقف', 'تطابق', 'تـطابق', 'ضبط', 'اِتّفق', 'تراسل', 'تماشى', 'انسجم', 'رسم_مربعات', 'زود', 'عبر', 'إنسجم_مع', 'انحرف', 'نسق', 'ضحِك_من', 'تحمص', 'وافق', 'عرض_الخصم_للخطر', 'أصبح_مضحك', 'حسب_النقاط', 'اِسْتهْزأ', 'وازى', 'شوى', 'حقق', 'جعله_مطابقا', 'وصل', 'اتفق', 'أحبط', 'هزأ_ب', 'تهكّم', 'وبخ']",السخرية اللاذعة بأسلوب يوحي بالجدية ظاهرياً,,كان كلامه مليئاً بالتهكم على فقرنا.,,asm,no,,,,,,
AR1790,تواطأ,v,[no_synset],[no_synset_lemma],الإتفاق سراً على فعل الشر أو الظلم,,تواطأ مع العدو ضد وطنه.,,cds,no,,,,,,
AR423,تيس,n,['omw-arb-02416880-n'],[no_synset_lemma],شتيمة للرجل تصفه بالغباء المفرط أو بالدياثة,,إنه تيس لا يغار على أهل بيته.,,an,no,,,,,,
AR428,ثرثار,a,[no_synset],[no_synset_lemma],وصف للشخص كثير الكلام بشكل مزعج وبلا فائدة,,لا أطيق الجلوس معه، إنه رجل ثرثار.,,cds,no,,,,,,
AR907,ثرثرة,n,[no_synset],[no_synset_lemma],الكلام الكثير الذي لا طائل منه ويسبب الإزعاج,,توقفي عن هذه الثرثرة الفارغة.,,ddp,yes,,,,,,
AR615,ثور,n,['omw-arb-02403003-n'],"['أطلق', 'اقتلع', 'اِسْتثار', 'اعتلى', 'رفع_الكأس_لإحد', 'تحرش', 'زاد_النار_إشتعالا', 'حلق', 'خمر', 'تجاوز', 'حمّى', 'خلى', 'سبب', 'بعث', 'انقشع', 'إِرْتفع', 'كشف', 'استفز', 'حدث', 'حث', 'غيظ', 'ألغى', 'قام', 'اشتهر', 'استحث', 'تعالى', 'ربى', 'بزغ', 'ضحك', 'ربى_الماشية', 'رفع_الأسعار', 'قتل', 'أضرم_النار', 'صعِد', 'رفع', 'أشرق', 'أحرق', 'بخصوص', 'أثار', 'شيد', 'أضرم', 'أعلن_العصيان', 'صعد', 'رقى', 'نقل_من', 'استيقظ', 'حرض', 'رفع_الروح_المعنوية', 'إِنْبعث', 'سخّن', 'جمع_تبرعات', 'أحدث', 'نتج_عن', 'اِسْتحثّ', 'أيقظ', 'اجتاز', 'زاد_المبلغ_المراهن_عليه', 'جمع', 'تنفض_الجلسة_أو_الاجتماع', 'تلفظ_بقوة', 'رفع_لأعلى', 'رب', 'أشْرق', 'على', 'أيْقظ', 'أنهض', 'سرق', 'هيّج', 'أشعل', 'ثور', 'سعل_مخرجا_البلغم', 'أثار_قضية', 'أهاج', 'رفع_معنوياته', 'ارتفع', 'وقف', 'شال', 'أحْمى', 'غضب', 'أطلّ', 'طار', 'طلع', 'فصل', 'حمى', 'زور_شيكا', 'إرتفع_إلى_مستوى_المسؤولية', 'هاج', 'أجج', 'تصاعد', 'سخن', 'برز', 'حكم', 'ظهر', 'سخن_قليلا', 'رد_بالنار', 'رفع_الستارة', 'رفع_المعنويات', 'انتقل', 'نبع', 'نشأ', 'بدئ', 'نهض']",إهانة للرجل تصفه بالغباء والقوة الغاشمة دون تفكير,,يتصرف كالثور الهائج في كل نقاش.,,an,no,,,,,,
